Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,ProjRecCount,ReceptionPercentage,ProjRecYd,ProjRecTD,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,ProjRushAtt,ProjRushYd,RushingYardsPerAttempt,ProjRushTD,Fumbles,FumblesLost,FantasyPointsPerGame,DiffPPR1
1869,Justin Hardy,ATL,WR,14,GB,1.25,0.7,100.0,8.6,0.1,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,9.84
1355,Justin Hardy,ATL,WR,15,JAX,4.0,2.0,50.0,24.0,0.0,0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.1999999999999993
1204,Justin Hardy,ATL,WR,15,SF,3.58,2.0,50.0,25.1,0.2,0,6.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,3.7,-3.1100000000000008
1204,Justin Hardy,ATL,WR,15,SF,3.58,2.0,50.0,25.1,0.2,0,6.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,3.7,-3.1100000000000008
1722,Justin Hardy,ATL,WR,15,SF,2.68,1.5,66.7,14.1,0.1,0,4.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.51
1722,Justin Hardy,ATL,WR,15,SF,2.68,1.5,66.7,14.1,0.1,0,4.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.51
1699,Justin Hardy,ATL,WR,15,TB,1.96,1.1,50.0,13.3,0.1,0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,8.27
1811,Justin Hardy,ATL,WR,15,ARI,1.61,0.9,50.0,10.8,0.1,0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,9.32
1213,Justin Hardy,ATL,WR,16,CAR,4.0,2.0,50.0,28.0,0.0,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,-1.2999999999999998
1213,Justin Hardy,ATL,WR,16,CAR,4.0,2.0,50.0,28.0,0.0,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,-1.2999999999999998
1213,Justin Hardy,ATL,WR,16,CAR,4.0,2.0,50.0,28.0,0.0,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,-1.2999999999999998
1615,Justin Hardy,ATL,WR,16,CAR,1.61,0.9,50.0,11.8,0.1,0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,-2.68
1615,Justin Hardy,ATL,WR,16,CAR,1.61,0.9,50.0,11.8,0.1,0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,-2.68
1615,Justin Hardy,ATL,WR,16,CAR,1.61,0.9,50.0,11.8,0.1,0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,-2.68
1755,Justin Hardy,ATL,WR,16,CAR,1.96,1.1,50.0,12.9,0.1,0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,-2.99
1755,Justin Hardy,ATL,WR,16,CAR,1.96,1.1,50.0,12.9,0.1,0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,-2.99
1755,Justin Hardy,ATL,WR,16,CAR,1.96,1.1,50.0,12.9,0.1,0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,-2.99
1662,Justin Hardy,ATL,WR,16,NO,1.96,1.1,50.0,14.2,0.1,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.12
1847,Justin Hardy,ATL,WR,16,JAX,1.96,1.1,50.0,10.6,0.1,0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,-2.7600000000000002
1186,Justin Hardy,ATL,WR,17,NO,4.0,2.0,50.0,29.0,0.0,0,7.2,14.5,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.5
1186,Justin Hardy,ATL,WR,17,NO,4.0,2.0,50.0,29.0,0.0,0,7.2,14.5,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.5
1277,Justin Hardy,ATL,WR,17,NO,2.86,1.6,66.7,20.5,0.2,0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,9.450000000000001
1277,Justin Hardy,ATL,WR,17,NO,2.86,1.6,66.7,20.5,0.2,0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,9.450000000000001
1712,Justin Hardy,ATL,WR,17,CAR,1.96,1.1,50.0,13.0,0.1,0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.2
1793,Justin Hardy,ATL,WR,17,TB,1.79,1.0,50.0,11.5,0.1,0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,-2.75
1793,Justin Hardy,ATL,WR,17,TB,1.79,1.0,50.0,11.5,0.1,0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,-2.75
1772,Justin Hardy,ATL,WR,17,TB,1.96,1.1,50.0,12.7,0.1,0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,4.029999999999999
1772,Justin Hardy,ATL,WR,17,TB,1.96,1.1,50.0,12.7,0.1,0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,4.029999999999999
857,Justin Hunter,TEN,WR,1,KC,5.0,3.0,60.0,49.0,0.0,0,9.8,16.3,0.0,0.0,0.0,0.0,0.0,0.0,4.9,1.4000000000000004
1355,Justin Hunter,TEN,WR,1,TB,3.0,2.0,66.7,24.0,0.0,0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,-2.3000000000000003
1809,Justin Hunter,MIA,WR,1,SEA,1.12,0.7,100.0,8.2,0.0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,-1.52
1787,Justin Hunter,PIT,WR,1,CLE,1.44,0.9,100.0,11.7,0.1,0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,-1.0699999999999998
1759,Justin Hunter,TEN,WR,2,HOU,1.0,0.0,0.0,9.0,0.0,45,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,-0.9
664,Justin Hunter,TEN,WR,2,DAL,6.0,4.0,66.7,63.0,0.0,0,10.5,15.8,0.0,0.0,0.0,0.0,0.0,0.0,6.3,-5.700000000000001
1143,Justin Hunter,TEN,WR,2,CLE,3.0,2.0,66.7,30.0,0.0,0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.40000000000000036
1715,Justin Hunter,TEN,WR,3,LAC,2.0,1.0,50.0,13.0,0.0,45,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,8.100000000000001
893,Justin Hunter,TEN,WR,3,CIN,8.0,5.0,62.5,47.0,0.0,0,5.9,9.4,0.0,0.0,0.0,0.0,0.0,0.0,4.7,-2.999999999999999
1213,Justin Hunter,TEN,WR,3,IND,3.0,2.0,66.7,28.0,0.0,0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,-0.8999999999999999
1748,Justin Hunter,TEN,WR,4,NYJ,1.0,0.0,0.0,10.0,0.0,4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.6
1067,Justin Hunter,TEN,WR,4,IND,6.0,4.0,66.7,37.0,0.0,0,6.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.7,-5.5
1951,Justin Hunter,PIT,WR,4,BAL,0.32,0.2,0.0,5.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.19999999999999996
1774,Justin Hunter,TEN,WR,5,KC,0.0,0.0,0.0,7.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.7
893,Justin Hunter,TEN,WR,5,CLE,5.0,3.0,60.0,47.0,0.0,0,9.4,15.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7,11.2
1397,Justin Hunter,TEN,WR,5,BUF,3.0,2.0,66.7,23.0,0.0,0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.5
1500,Justin Hunter,BUF,WR,5,LAR,1.6,1.0,50.0,15.8,0.1,0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.220000000000001
1943,Justin Hunter,PIT,WR,5,JAX,0.48,0.3,0.0,5.4,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.15999999999999992
1876,Justin Hunter,PIT,WR,5,ATL,1.12,0.7,100.0,8.1,0.1,0,8.0,8.0,0.0,0.2,0.0,0.0,0.0,0.0,1.4,-2.13
619,Justin Hunter,TEN,WR,6,JAX,6.0,4.0,66.7,69.0,0.0,0,11.5,17.2,0.0,0.0,0.0,0.0,0.0,0.0,6.9,-0.20000000000000107
1143,Justin Hunter,TEN,WR,6,MIA,3.0,2.0,66.7,30.0,0.0,0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.4000000000000004
1495,Justin Hunter,BUF,WR,6,SF,1.76,1.1,50.0,15.9,0.1,0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,6.71
1898,Justin Hunter,PIT,WR,6,CIN,0.96,0.6,100.0,7.1,0.1,0,7.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,1.3,-1.9100000000000001
1774,Justin Hunter,TEN,WR,7,SF,0.0,0.0,0.0,7.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.7
764,Justin Hunter,TEN,WR,7,WAS,5.0,3.0,60.0,55.0,0.0,0,11.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-6.9
999,Justin Hunter,TEN,WR,7,ATL,3.0,2.0,66.7,35.0,0.0,0,11.7,17.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,-1.7999999999999998
997,Justin Hunter,BUF,WR,7,MIA,3.36,2.1,66.7,35.5,0.2,0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,-2.3499999999999996
824,Justin Hunter,TEN,WR,8,HOU,6.0,4.0,66.7,51.0,0.0,0,8.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.0
824,Justin Hunter,TEN,WR,8,HOU,6.0,4.0,66.7,51.0,0.0,0,8.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.0
999,Justin Hunter,TEN,WR,8,HOU,3.0,2.0,66.7,35.0,0.0,0,11.7,17.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,-1.7999999999999998
999,Justin Hunter,TEN,WR,8,HOU,3.0,2.0,66.7,35.0,0.0,0,11.7,17.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,-1.7999999999999998
848,Justin Hunter,BUF,WR,8,NE,3.36,2.1,66.7,37.7,0.3,0,12.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,-5.97
1516,Justin Hunter,PIT,WR,8,DET,2.08,1.3,50.0,18.7,0.1,0,9.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,-2.0700000000000003
1908,Justin Hunter,PIT,WR,8,CLE,0.64,0.4,0.0,6.5,0.1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.85
1748,Justin Hunter,TEN,WR,9,LAR,1.0,1.0,100.0,10.0,0.0,4,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2999999999999998
820,Justin Hunter,TEN,WR,9,NO,5.0,3.0,60.0,42.0,0.0,0,8.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,3.499999999999999
857,Justin Hunter,BUF,WR,9,SEA,3.04,1.9,66.7,37.2,0.3,0,12.3,18.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.08000000000000007
1681,Justin Hunter,TEN,WR,10,JAX,1.0,1.0,100.0,15.0,0.0,7,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.6
913,Justin Hunter,TEN,WR,10,BAL,6.0,4.0,66.7,46.0,0.0,0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6,-5.8999999999999995
1109,Justin Hunter,TEN,WR,10,CAR,3.0,2.0,66.7,31.0,0.0,0,10.3,15.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.5999999999999996
1524,Justin Hunter,TEN,WR,11,IND,2.0,1.0,50.0,25.0,0.0,11,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,-3.5
1012,Justin Hunter,TEN,WR,11,PIT,5.0,3.0,60.0,40.0,0.0,0,8.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.20000000000000018
1327,Justin Hunter,BUF,WR,11,CIN,1.92,1.2,50.0,17.7,0.2,0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-4.17
1453,Justin Hunter,TEN,WR,12,LV,3.0,2.0,66.7,28.0,0.0,12,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,18.099999999999998
524,Justin Hunter,TEN,WR,12,PHI,5.0,3.0,60.0,46.0,1.0,0,9.2,15.3,0.0,0.0,0.0,0.0,0.0,0.0,10.6,2.799999999999999
1342,Justin Hunter,BUF,WR,12,JAX,1.92,1.2,50.0,16.8,0.2,0,8.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.52
1880,Justin Hunter,PIT,WR,12,GB,0.96,0.6,100.0,7.8,0.1,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,-1.9800000000000002
1244,Justin Hunter,TEN,WR,13,IND,3.0,2.0,66.7,39.0,0.0,17,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9,-4.0
470,Justin Hunter,TEN,WR,13,HOU,5.0,3.0,60.0,54.0,1.0,0,10.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,-11.600000000000001
1261,Justin Hunter,BUF,WR,13,LV,1.92,1.2,50.0,21.4,0.2,0,10.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,-1.3399999999999999
2470,Justin Hunter,PIT,WR,13,LAC,0.32,0.2,0.0,2.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.43
1263,Justin Hunter,TEN,WR,14,DEN,3.0,2.0,66.7,38.0,0.0,17,12.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,15.599999999999998
1348,Justin Hunter,BUF,WR,14,PIT,1.92,1.2,50.0,16.6,0.2,0,8.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,-4.0600000000000005
1951,Justin Hunter,PIT,WR,14,BAL,0.64,0.4,0.0,5.0,0.1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,-1.5
1394,Justin Hunter,BUF,WR,15,CLE,1.6,1.0,50.0,14.2,0.2,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,-1.02
1007,Justin Hunter,TEN,WR,16,JAX,5.0,3.0,60.0,50.0,0.0,22,10.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-8.0
1373,Justin Hunter,BUF,WR,16,MIA,1.6,1.0,50.0,15.2,0.2,0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,-3.72
2092,Justin Hunter,PIT,WR,16,HOU,0.64,0.4,0.0,5.3,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.57
1139,Justin Hunter,TEN,WR,17,HOU,4.0,2.0,50.0,44.0,0.0,19,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,-6.4
1316,Justin Hunter,BUF,WR,17,NYJ,1.76,1.1,50.0,18.6,0.2,0,9.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.24
1612,Justin Hunter,PIT,WR,17,CLE,1.76,1.1,50.0,15.3,0.1,0,7.5,15.0,0.0,0.2,0.0,0.0,0.0,0.0,2.2,-3.25
1194,Justin Jefferson,MIN,WR,1,GB,4.03,2.6,75.0,35.8,0.2,0,9.0,12.0,0.1,0.3,0.0,0.0,0.0,0.0,4.8,-2.8100000000000005
1194,Justin Jefferson,MIN,WR,1,GB,4.03,2.6,75.0,35.8,0.2,0,9.0,12.0,0.1,0.3,0.0,0.0,0.0,0.0,4.8,-2.8100000000000005
54,Justin Jefferson,MIN,WR,1,GB,8.4,6.3,75.0,92.1,0.6,0,11.5,15.3,0.2,1.1,0.0,0.0,0.1,0.1,12.7,20.18
54,Justin Jefferson,MIN,WR,1,GB,8.4,6.3,75.0,92.1,0.6,0,11.5,15.3,0.2,1.1,0.0,0.0,0.1,0.1,12.7,20.18
84,Justin Jefferson,MIN,WR,1,CIN,7.7,5.9,75.0,89.3,0.5,0,11.1,14.8,0.05,0.2,0.0,0.0,0.0,0.0,12.0,-5.750000000000002
1157,Justin Jefferson,MIN,WR,2,IND,4.34,2.8,75.0,37.6,0.2,0,9.5,12.7,0.1,0.2,0.0,0.0,0.0,0.0,5.0,-0.379999999999999
109,Justin Jefferson,MIN,WR,2,ARI,7.4,5.7,85.7,85.7,0.5,0,12.3,14.3,0.05,0.2,0.0,0.0,0.0,0.0,11.6,1.2100000000000009
11,Justin Jefferson,MIN,WR,2,PHI,9.6,7.0,70.0,105.5,0.7,0,10.6,15.1,0.3,1.1,0.0,0.0,0.1,0.1,14.7,-11.059999999999999
1147,Justin Jefferson,MIN,WR,3,TEN,4.65,3.0,60.0,38.3,0.2,0,7.6,12.7,0.0,0.1,0.0,0.0,0.0,0.0,5.0,22.46
71,Justin Jefferson,MIN,WR,3,SEA,7.6,5.8,75.0,85.6,0.6,0,10.8,14.3,0.1,0.5,0.0,0.0,0.0,0.0,12.2,8.790000000000003
1,Justin Jefferson,MIN,WR,3,DET,9.3,7.1,77.8,108.1,0.8,0,12.0,15.4,0.2,1.1,0.0,0.0,0.1,0.1,15.5,-18.42
560,Justin Jefferson,MIN,WR,4,HOU,6.66,4.3,57.1,55.8,0.4,0,8.0,14.0,0.0,0.1,0.0,0.0,0.0,0.0,8.0,2.0100000000000016
75,Justin Jefferson,MIN,WR,4,CLE,7.8,5.9,75.0,85.1,0.6,0,10.6,14.2,0.07,0.3,0.0,0.0,0.0,0.0,12.1,2.3599999999999994
59,Justin Jefferson,MIN,WR,4,NO,8.2,6.2,75.0,89.5,0.6,0,11.2,15.0,0.2,1.1,0.0,0.0,0.1,0.1,12.5,12.14
402,Justin Jefferson,MIN,WR,5,SEA,7.44,4.8,71.4,66.4,0.4,0,9.4,13.2,0.0,0.2,0.0,0.0,0.1,0.1,8.9,-8.559999999999999
48,Justin Jefferson,MIN,WR,5,DET,7.6,6.2,75.0,93.0,0.6,0,11.6,15.5,0.2,0.6,0.0,0.0,0.0,0.0,13.0,0.23999999999999844
18,Justin Jefferson,MIN,WR,5,CHI,8.8,6.7,77.8,95.7,0.7,0,10.7,13.7,0.2,1.3,0.0,0.0,0.0,0.0,13.9,6.799999999999997
363,Justin Jefferson,MIN,WR,6,ATL,7.44,4.8,71.4,66.9,0.4,0,9.6,13.4,0.0,0.1,0.0,0.0,0.0,0.0,9.1,23.700000000000003
109,Justin Jefferson,MIN,WR,6,CAR,7.5,5.9,75.0,85.7,0.5,0,10.8,14.3,0.05,0.2,0.0,0.0,0.0,0.0,11.6,-1.490000000000002
22,Justin Jefferson,MIN,WR,6,MIA,9.7,7.0,70.0,101.1,0.6,0,10.1,14.4,0.3,1.4,0.0,0.0,0.0,0.0,13.8,-4.149999999999999
284,Justin Jefferson,MIN,WR,8,GB,7.9,5.1,62.5,72.3,0.4,0,9.0,14.4,0.0,0.1,0.0,0.0,0.0,0.0,9.6,-9.139999999999999
59,Justin Jefferson,MIN,WR,8,DAL,7.7,6.2,75.0,88.4,0.6,0,11.0,14.7,0.05,0.2,0.0,0.0,0.0,0.0,12.5,-14.56
22,Justin Jefferson,MIN,WR,8,ARI,10.0,7.1,70.0,103.2,0.6,0,10.3,14.7,0.3,1.3,0.0,0.0,0.1,0.1,13.8,-5.349999999999998
239,Justin Jefferson,MIN,WR,9,DET,7.59,4.9,62.5,69.4,0.5,0,8.6,13.8,0.0,0.1,0.0,0.0,0.0,0.0,10.0,-5.450000000000001
141,Justin Jefferson,MIN,WR,9,BAL,7.7,5.7,75.0,83.1,0.5,0,10.4,13.8,0.1,0.4,0.0,0.0,0.1,0.1,11.2,-0.04999999999999716
12,Justin Jefferson,MIN,WR,9,WAS,10.4,7.2,70.0,104.8,0.7,0,10.5,15.0,0.3,1.7,0.0,0.0,0.1,0.1,14.6,3.4499999999999993
440,Justin Jefferson,MIN,WR,10,CHI,6.82,4.4,57.1,62.3,0.4,0,8.9,15.5,0.0,0.0,0.0,0.0,0.0,0.0,8.6,8.469999999999999
161,Justin Jefferson,MIN,WR,10,LAC,7.2,5.6,85.7,79.2,0.5,0,11.3,13.2,0.1,0.4,0.0,0.0,0.0,0.0,11.0,6.339999999999996
77,Justin Jefferson,MIN,WR,10,BUF,11.2,6.8,63.6,97.7,0.4,0,8.9,14.0,0.4,2.0,0.0,0.0,0.1,0.1,12.2,16.129999999999995
132,Justin Jefferson,MIN,WR,11,DAL,8.06,5.2,62.5,79.0,0.5,0,9.9,15.8,0.0,0.1,0.0,0.0,0.0,0.0,10.9,1.490000000000002
132,Justin Jefferson,MIN,WR,11,DAL,8.06,5.2,62.5,79.0,0.5,0,9.9,15.8,0.0,0.1,0.0,0.0,0.0,0.0,10.9,1.490000000000002
24,Justin Jefferson,MIN,WR,11,DAL,10.1,7.0,70.0,102.7,0.6,0,10.3,14.7,0.3,1.7,0.0,0.0,0.1,0.1,13.8,-14.739999999999998
24,Justin Jefferson,MIN,WR,11,DAL,10.1,7.0,70.0,102.7,0.6,0,10.3,14.7,0.3,1.7,0.0,0.0,0.1,0.1,13.8,-14.739999999999998
131,Justin Jefferson,MIN,WR,11,GB,7.7,5.8,75.0,82.3,0.5,0,10.2,13.7,0.2,0.9,0.0,0.0,0.0,0.0,11.3,20.080000000000002
66,Justin Jefferson,MIN,WR,12,CAR,8.52,5.5,66.7,87.4,0.5,0,9.7,14.5,0.0,0.1,0.0,0.0,0.0,0.0,11.8,8.75
61,Justin Jefferson,MIN,WR,12,SF,7.4,5.9,85.7,87.9,0.6,0,12.6,14.7,0.1,0.5,0.0,0.0,0.0,0.0,12.4,-6.040000000000003
33,Justin Jefferson,MIN,WR,12,NE,9.6,6.7,70.0,98.4,0.6,0,9.8,14.0,0.3,1.7,0.0,0.0,0.1,0.1,13.4,8.59
101,Justin Jefferson,MIN,WR,13,JAX,8.21,5.3,62.5,82.6,0.5,0,10.4,16.6,0.0,0.0,0.0,0.0,0.0,0.0,11.3,10.739999999999995
51,Justin Jefferson,MIN,WR,13,DET,7.7,6.1,75.0,90.6,0.6,0,11.4,15.2,0.2,0.9,0.0,0.0,0.0,0.0,12.8,16.749999999999996
40,Justin Jefferson,MIN,WR,13,NYJ,9.7,6.8,70.0,93.5,0.6,0,9.4,13.4,0.3,1.5,0.0,0.0,0.0,0.0,13.1,-1.2999999999999972
79,Justin Jefferson,MIN,WR,14,TB,8.83,5.7,66.7,86.1,0.5,0,9.6,14.3,0.1,0.2,0.0,0.0,0.0,0.0,11.6,-9.429999999999998
16,Justin Jefferson,MIN,WR,14,PIT,9.2,7.2,77.8,105.3,0.7,0,11.7,15.0,0.3,1.0,0.0,0.0,0.1,0.1,14.6,-1.5300000000000011
9,Justin Jefferson,MIN,WR,14,DET,10.3,7.2,70.0,106.0,0.7,0,10.6,15.1,0.3,1.8,0.0,0.0,0.0,0.0,15.0,11.119999999999997
116,Justin Jefferson,MIN,WR,15,CHI,8.06,5.2,62.5,80.6,0.5,0,10.1,16.2,0.0,0.2,0.0,0.0,0.0,0.0,11.1,2.120000000000001
116,Justin Jefferson,MIN,WR,15,CHI,8.06,5.2,62.5,80.6,0.5,0,10.1,16.2,0.0,0.2,0.0,0.0,0.0,0.0,11.1,2.120000000000001
24,Justin Jefferson,MIN,WR,15,CHI,9.2,6.9,77.8,101.5,0.7,0,11.3,14.6,0.1,1.0,0.0,0.0,0.1,0.1,14.2,-6.650000000000002
24,Justin Jefferson,MIN,WR,15,CHI,9.2,6.9,77.8,101.5,0.7,0,11.3,14.6,0.1,1.0,0.0,0.0,0.1,0.1,14.2,-6.650000000000002
16,Justin Jefferson,MIN,WR,15,IND,10.0,7.2,70.0,101.9,0.6,0,10.2,14.6,0.3,1.7,0.0,0.0,0.0,0.0,14.0,9.14
126,Justin Jefferson,MIN,WR,16,NO,8.37,5.4,62.5,80.1,0.5,0,10.0,16.0,0.0,0.1,0.0,0.0,0.0,0.0,11.0,-1.9200000000000017
62,Justin Jefferson,MIN,WR,16,LAR,7.9,6.1,75.0,89.3,0.6,0,11.1,14.8,0.1,0.9,0.0,0.0,0.1,0.1,12.4,0.8800000000000026
3,Justin Jefferson,MIN,WR,16,NYG,10.4,7.7,80.0,108.5,0.7,0,10.8,13.5,0.3,1.7,0.0,0.0,0.0,0.0,15.2,8.379999999999999
42,Justin Jefferson,MIN,WR,17,DET,9.14,5.9,66.7,91.4,0.5,0,10.1,15.2,0.0,0.2,0.0,0.0,0.0,0.0,12.2,4.239999999999998
135,Justin Jefferson,MIN,WR,17,GB,8.8,6.3,66.7,83.3,0.5,0,9.2,13.8,0.1,1.0,0.0,0.0,0.1,0.1,11.2,-5.929999999999996
135,Justin Jefferson,MIN,WR,17,GB,8.8,6.3,66.7,83.3,0.5,0,9.2,13.8,0.1,1.0,0.0,0.0,0.1,0.1,11.2,-5.929999999999996
3,Justin Jefferson,MIN,WR,17,GB,12.2,7.7,66.7,110.2,0.7,0,9.2,13.8,0.3,2.0,0.0,0.0,0.1,0.1,15.2,-20.619999999999997
3,Justin Jefferson,MIN,WR,17,GB,12.2,7.7,66.7,110.2,0.7,0,9.2,13.8,0.3,2.0,0.0,0.0,0.1,0.1,15.2,-20.619999999999997
46,Justin Jefferson,MIN,WR,18,CHI,8.2,6.5,75.0,90.7,0.7,0,11.4,15.2,0.1,0.5,0.0,0.0,0.1,0.1,13.1,2.280000000000001
46,Justin Jefferson,MIN,WR,18,CHI,8.2,6.5,75.0,90.7,0.7,0,11.4,15.2,0.1,0.5,0.0,0.0,0.1,0.1,13.1,2.280000000000001
141,Justin Jefferson,MIN,WR,18,CHI,7.3,5.6,85.7,76.5,0.5,0,10.9,12.7,0.3,1.2,0.0,0.0,0.0,0.0,10.8,-8.569999999999997
141,Justin Jefferson,MIN,WR,18,CHI,7.3,5.6,85.7,76.5,0.5,0,10.9,12.7,0.3,1.2,0.0,0.0,0.0,0.0,10.8,-8.569999999999997
1754,Justin Watson,TB,WR,1,SF,1.69,1.1,50.0,12.7,0.1,0,6.5,13.0,0.1,0.5,0.0,0.0,0.0,0.0,1.9,-3.0200000000000005
1496,Justin Watson,TB,WR,1,NO,2.15,1.4,50.0,17.8,0.2,0,9.0,18.0,0.0,0.1,0.0,0.0,0.0,0.0,3.0,-2.7900000000000005
2075,Justin Watson,KC,WR,1,ARI,1.4,0.7,100.0,7.9,0.1,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,-2.09
2251,Justin Watson,TB,WR,2,CAR,0.46,0.3,0.0,4.3,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,-0.73
2251,Justin Watson,TB,WR,2,CAR,0.46,0.3,0.0,4.3,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,-0.73
1284,Justin Watson,TB,WR,2,CAR,4.0,2.6,75.0,31.1,0.2,0,7.8,10.3,0.0,0.1,0.0,0.0,0.0,0.0,4.3,-0.1200000000000001
