Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,ProjRecCount,ReceptionPercentage,ProjRecYd,ProjRecTD,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,ProjRushAtt,ProjRushYd,RushingYardsPerAttempt,ProjRushTD,Fumbles,FumblesLost,FantasyPointsPerGame,Year,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowedByDefenseSpecialTeams,DefFantasyPointsPerGame,DefFantasyPoints,DefRank,DiffPPR1
1366,MarQueis Gray,MIA,TE,8,BAL,0.35,0.2,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2017,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,24.0,,,4,-0.41000000000000003
1375,MarQueis Gray,MIA,TE,9,LV,0.35,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2017,8.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,,,32,-0.10000000000000003
1394,MarQueis Gray,MIA,TE,10,CAR,0.35,0.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2017,3.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,17.0,,,11,-0.38
1336,MarQueis Gray,MIA,TE,11,TB,0.35,0.2,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2017,9.0,6.0,14.0,1.0,1.0,0.0,0.0,0.0,10.0,,,25,-0.43
1321,MarQueis Gray,MIA,TE,12,NE,0.35,0.2,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2017,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,8.0,,,27,-0.44
1394,MarQueis Gray,MIA,TE,13,DEN,0.35,0.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2017,5.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,21.0,,,28,-0.38
1366,MarQueis Gray,MIA,TE,14,NE,0.35,0.2,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2017,3.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,,,15,1.79
1293,MarQueis Gray,MIA,TE,15,BUF,0.35,0.2,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2017,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,,,16,0.23999999999999994
782,MarQueis Gray,MIA,TE,16,KC,1.76,1.0,50.0,10.5,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2017,4.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,13.0,,,25,-2.6500000000000004
797,MarQueis Gray,MIA,TE,17,BUF,1.58,0.9,50.0,10.2,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2017,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,37.0,,,13,-2.32
193,Marcedes Lewis,JAX,TE,4,IND,8.0,6.0,75.0,61.0,0.0,27.0,7.6,10.2,0.0,0.0,0.0,0.0,0.0,0.0,6.1,2013,4.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,,,19,-12.1
212,Marcedes Lewis,JAX,TE,7,LAC,7.0,5.0,71.4,58.0,0.0,26.0,8.3,11.6,0.0,0.0,0.0,0.0,0.0,0.0,5.8,2013,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,,,26,-6.700000000000001
352,Marcedes Lewis,JAX,TE,8,SF,6.0,4.0,66.7,44.0,0.0,19.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2013,4.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,17.0,,,8,-6.800000000000001
338,Marcedes Lewis,JAX,TE,10,TEN,6.0,4.0,66.7,45.0,0.0,20.0,7.5,11.2,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2013,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,21.0,,,9,-1.5999999999999996
176,Marcedes Lewis,JAX,TE,11,ARI,8.0,6.0,75.0,64.0,0.0,28.0,8.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2013,5.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,24.0,,,7,-7.1000000000000005
271,Marcedes Lewis,JAX,TE,12,HOU,6.0,4.0,66.7,52.0,0.0,23.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2013,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,28.0,,,28,-6.3999999999999995
264,Marcedes Lewis,JAX,TE,13,CLE,6.0,4.0,66.7,53.0,0.0,23.0,8.8,13.2,0.0,0.0,0.0,0.0,0.0,0.0,5.3,2013,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,,,21,2.299999999999999
487,Marcedes Lewis,JAX,TE,14,HOU,5.0,3.0,60.0,31.0,0.0,14.0,6.2,10.3,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2013,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,34.0,,,29,6.1
477,Marcedes Lewis,JAX,TE,15,BUF,5.0,3.0,60.0,32.0,0.0,14.0,6.4,10.7,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2013,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,27.0,,,11,9.2
434,Marcedes Lewis,JAX,TE,16,TEN,5.0,3.0,60.0,36.0,0.0,16.0,7.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2013,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,31.0,,,15,8.4
406,Marcedes Lewis,JAX,TE,17,IND,4.0,3.0,75.0,39.0,0.0,17.0,9.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2013,3.0,5.0,6.0,1.0,2.0,0.0,0.0,0.0,7.0,,,12,3.0999999999999996
317,Marcedes Lewis,JAX,TE,1,PHI,7.0,4.0,57.1,40.0,0.0,0.0,5.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2014,,1.8235294117647058,2.6470588235294117,1.1176470588235294,0.5294117647058824,0.0,0.35294117647058826,0.058823529411764705,25.529411764705884,,,15,1.5
304,Marcedes Lewis,JAX,TE,2,WAS,7.0,4.0,57.1,41.0,0.0,0.0,5.9,10.2,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2014,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,17.0,,,15,7.0
328,Marcedes Lewis,JAX,TE,12,IND,5.0,3.0,60.0,39.0,0.0,0.0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2014,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,42.0,,,12,-6.4
464,Marcedes Lewis,JAX,TE,13,NYG,3.0,2.0,66.7,28.0,0.0,0.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2014,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,31.0,,,30,-2.0
519,Marcedes Lewis,JAX,TE,14,HOU,3.0,2.0,66.7,24.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2014,5.0,3.0,9.0,3.0,1.0,0.0,0.0,0.0,15.0,,,2,5.5
374,Marcedes Lewis,JAX,TE,15,BAL,5.0,3.0,60.0,34.0,0.0,0.0,6.8,11.3,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2014,7.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,,,14,-2.2
440,Marcedes Lewis,JAX,TE,16,TEN,5.0,3.0,60.0,29.0,0.0,0.0,5.8,9.7,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2014,5.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,16.0,,,26,2.6999999999999993
424,Marcedes Lewis,JAX,TE,17,HOU,5.0,3.0,60.0,30.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2014,6.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,13.0,,,2,-6.0
353,Marcedes Lewis,JAX,TE,1,CAR,5.0,3.0,60.0,35.0,0.0,0.0,7.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2015,,2.2941176470588234,4.470588235294118,0.8235294117647058,0.5882352941176471,0.0,0.058823529411764705,0.058823529411764705,25.294117647058822,,,16,-6.5
394,Marcedes Lewis,JAX,TE,2,MIA,5.0,3.0,60.0,32.0,0.0,0.0,6.4,10.7,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2015,4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,10.0,,,16,-6.2
353,Marcedes Lewis,JAX,TE,3,NE,5.0,3.0,60.0,35.0,0.0,0.0,7.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2015,6.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,32.0,,,18,-6.5
545,Marcedes Lewis,JAX,TE,4,IND,3.0,2.0,66.7,22.0,0.0,0.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2015,7.0,3.0,6.0,2.0,0.0,0.0,1.0,0.0,33.0,,,30,4.8
567,Marcedes Lewis,JAX,TE,5,TB,3.0,2.0,66.7,21.0,0.0,0.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2015,6.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,31.0,,,22,-4.1
601,Marcedes Lewis,JAX,TE,6,HOU,3.0,2.0,66.7,19.0,0.0,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2015,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,,,30,-2.0999999999999996
664,Marcedes Lewis,JAX,TE,7,BUF,3.0,2.0,66.7,17.0,0.0,0.0,5.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2015,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,,,14,-0.40000000000000036
601,Marcedes Lewis,JAX,TE,9,NYJ,3.0,2.0,66.7,19.0,0.0,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2015,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,34.0,,,12,-0.19999999999999973
624,Marcedes Lewis,JAX,TE,10,BAL,3.0,2.0,66.7,18.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2015,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,,,27,-1.9
664,Marcedes Lewis,JAX,TE,11,TEN,3.0,2.0,66.7,17.0,0.0,0.0,5.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2015,8.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,27.0,,,17,-3.7
624,Marcedes Lewis,JAX,TE,12,LAC,3.0,2.0,66.7,18.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2015,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,27.0,,,31,-0.3999999999999999
664,Marcedes Lewis,JAX,TE,13,TEN,3.0,2.0,66.7,17.0,0.0,0.0,5.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2015,5.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,24.0,,,18,-2.0
601,Marcedes Lewis,JAX,TE,14,IND,3.0,2.0,66.7,19.0,0.0,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2015,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,45.0,,,15,-1.5
624,Marcedes Lewis,JAX,TE,15,ATL,3.0,2.0,66.7,18.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2015,4.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,38.0,,,17,-0.19999999999999973
567,Marcedes Lewis,JAX,TE,16,NO,3.0,2.0,66.7,21.0,0.0,0.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2015,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,35.0,,,31,-1.7999999999999998
852,Marcedes Lewis,JAX,TE,17,HOU,2.0,1.0,50.0,11.0,0.0,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2015,3.0,1.0,8.0,1.0,3.0,0.0,1.0,0.0,6.0,,,13,3.4
870,Marcedes Lewis,JAX,TE,1,GB,1.73,1.0,50.0,12.2,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2016,,2.0588235294117645,5.411764705882353,0.47058823529411764,0.5882352941176471,0.0,0.0,0.0,21.941176470588236,,,17,4.58
732,Marcedes Lewis,JAX,TE,2,LAC,2.07,1.2,50.0,16.9,0.0,0.0,8.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2016,8.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,33.0,,,17,6.81
625,Marcedes Lewis,JAX,TE,3,BAL,2.07,1.2,50.0,16.4,0.1,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2016,8.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,20.0,,,12,1.56
578,Marcedes Lewis,JAX,TE,4,IND,2.76,1.6,66.7,20.6,0.1,0.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2016,2.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,16.0,,,32,-2.0599999999999996
611,Marcedes Lewis,JAX,TE,6,CHI,2.76,1.6,66.7,17.3,0.1,0.0,5.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2016,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,29.0,,,30,-3.93
607,Marcedes Lewis,JAX,TE,7,LV,2.42,1.4,50.0,17.7,0.1,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2016,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,,,21,-1.67
633,Marcedes Lewis,JAX,TE,8,TEN,2.24,1.3,50.0,16.0,0.1,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2016,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,,,12,2.8
637,Marcedes Lewis,JAX,TE,9,KC,2.42,1.4,50.0,15.9,0.1,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2016,7.0,6.0,12.0,1.0,1.0,0.0,0.0,0.0,14.0,,,6,0.71
637,Marcedes Lewis,JAX,TE,10,HOU,2.42,1.4,50.0,15.9,0.1,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2016,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,,,23,-0.69
591,Marcedes Lewis,JAX,TE,11,DET,3.11,1.8,66.7,19.2,0.1,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2016,8.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,20.0,,,29,-0.7200000000000002
613,Marcedes Lewis,JAX,TE,1,HOU,2.94,1.7,66.7,16.7,0.1,0.0,5.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2017,,2.176470588235294,4.235294117647059,0.47058823529411764,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.058823529411764705,22.647058823529413,,,18,-3.9699999999999998
471,Marcedes Lewis,JAX,TE,2,TEN,3.97,2.3,50.0,23.4,0.2,0.0,5.8,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2017,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,,,18,-5.84
562,Marcedes Lewis,JAX,TE,3,BAL,3.63,2.1,50.0,20.8,0.1,0.0,5.2,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2017,4.0,3.0,9.0,4.0,1.0,0.0,0.0,0.0,10.0,,,3,23.419999999999998
381,Marcedes Lewis,JAX,TE,4,NYJ,3.8,2.2,50.0,24.2,0.3,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2017,8.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,6.0,,,31,-6.42
471,Marcedes Lewis,JAX,TE,5,PIT,4.32,2.5,50.0,23.4,0.2,0.0,5.8,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2017,8.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,9.0,,,6,-3.64
479,Marcedes Lewis,JAX,TE,6,LAR,3.46,2.0,66.7,22.7,0.2,0.0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2017,6.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,16.0,,,6,-5.470000000000001
406,Marcedes Lewis,JAX,TE,7,IND,3.11,1.8,66.7,22.5,0.3,0.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2017,4.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,36.0,,,25,5.050000000000001
502,Marcedes Lewis,JAX,TE,9,CIN,3.11,1.8,66.7,20.3,0.2,0.0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2017,8.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,23.0,,,18,2.87
496,Marcedes Lewis,JAX,TE,10,LAC,3.11,1.8,66.7,21.2,0.2,0.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2017,8.0,5.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,,,23,-0.21999999999999975
469,Marcedes Lewis,JAX,TE,11,CLE,3.63,2.1,50.0,23.7,0.2,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2017,6.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,32.0,,,27,4.93
483,Marcedes Lewis,JAX,TE,12,ARI,3.46,2.0,66.7,22.5,0.2,0.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2017,7.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,31.0,,,24,-3.45
376,Marcedes Lewis,JAX,TE,13,IND,3.46,2.0,66.7,24.6,0.3,0.0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2017,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,,,24,2.34
459,Marcedes Lewis,JAX,TE,14,SEA,3.63,2.1,50.0,24.2,0.2,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2017,7.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,10.0,,,8,-5.720000000000001
453,Marcedes Lewis,JAX,TE,15,HOU,3.46,2.0,66.7,24.8,0.2,0.0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2017,6.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,26.0,,,15,-1.88
396,Marcedes Lewis,JAX,TE,16,SF,3.46,2.0,66.7,22.9,0.3,0.0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2017,4.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,23.0,,,31,-2.8899999999999997
656,Marcedes Lewis,JAX,TE,17,TEN,2.24,1.3,50.0,14.6,0.1,0.0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2017,4.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,27.0,,,21,-0.0600000000000005
840,Marcedes Lewis,GB,TE,1,CHI,1.73,1.0,50.0,9.9,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2018,,2.4705882352941178,5.705882352941177,0.47058823529411764,0.8235294117647058,0.058823529411764705,0.17647058823529413,0.11764705882352941,18.0,,,19,-2.59
914,Marcedes Lewis,GB,TE,2,MIN,1.21,0.7,100.0,7.7,0.1,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2018,7.0,3.0,9.0,3.0,1.0,0.0,1.0,0.0,16.0,,,19,-2.0700000000000003
1100,Marcedes Lewis,GB,TE,3,WAS,1.03,0.6,100.0,6.2,0.0,0.0,6.0,6.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,2018,3.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,21.0,,,7,-1.23
954,Marcedes Lewis,GB,TE,4,BUF,1.03,0.6,100.0,6.3,0.1,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2018,4.0,4.0,6.0,1.0,2.0,0.0,0.0,0.0,6.0,,,32,-1.83
1245,Marcedes Lewis,GB,TE,5,DET,0.51,0.3,0.0,3.7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2018,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,26.0,,,16,-0.6699999999999999
1284,Marcedes Lewis,GB,TE,6,SF,0.51,0.3,0.0,3.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2018,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,,,28,-0.61
1346,Marcedes Lewis,GB,TE,8,LAR,0.34,0.2,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2018,14.0,7.0,12.0,2.0,2.0,1.0,0.0,0.0,10.0,,,4,-0.45
1336,Marcedes Lewis,GB,TE,9,NE,0.34,0.2,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2018,7.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,6.0,,,18,1.04
1261,Marcedes Lewis,GB,TE,10,MIA,0.51,0.3,0.0,3.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2018,7.0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,6.0,,,26,3.3600000000000003
1181,Marcedes Lewis,GB,TE,11,SEA,0.69,0.4,0.0,4.8,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2018,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,36.0,,,7,-0.88
1068,Marcedes Lewis,GB,TE,12,MIN,1.03,0.6,100.0,7.1,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2018,9.5,1.0,2.0,2.0,1.0,0.0,0.0,0.0,19.0,,,3,0.08999999999999986
1017,Marcedes Lewis,GB,TE,13,ARI,0.86,0.5,0.0,4.9,0.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,2018,6.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,45.0,,,10,-1.59
1253,Marcedes Lewis,GB,TE,14,ATL,0.51,0.3,0.0,3.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2018,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,20.0,,,31,-0.6499999999999999
1275,Marcedes Lewis,GB,TE,15,CHI,0.51,0.3,0.0,3.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2018,5.0,3.0,8.0,4.0,0.0,1.0,0.0,0.0,6.0,,,1,-0.62
1213,Marcedes Lewis,GB,TE,16,NYJ,0.51,0.3,0.0,4.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2018,11.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,29.0,,,15,-0.72
1203,Marcedes Lewis,GB,TE,17,DET,0.51,0.3,0.0,4.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2018,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,,,22,-0.74
1123,Marcedes Lewis,GB,TE,1,CHI,0.51,0.3,0.0,4.8,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2019,,2.9411764705882355,6.117647058823529,1.588235294117647,0.5294117647058824,0.058823529411764705,0.35294117647058826,0.0,16.294117647058822,,,20,2.62
993,Marcedes Lewis,GB,TE,2,MIN,1.21,0.7,100.0,7.8,0.0,0.0,8.0,8.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,2019,7.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,12.0,,,20,-1.49
850,Marcedes Lewis,GB,TE,3,DEN,1.21,0.7,100.0,8.0,0.1,0.0,8.0,8.0,0.0,0.1,0.0,0.0,0.0,0.0,1.4,2019,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,,,26,0.7899999999999996
703,Marcedes Lewis,GB,TE,4,PHI,1.73,1.0,50.0,12.7,0.1,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2019,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,,,23,1.0299999999999998
692,Marcedes Lewis,GB,TE,5,DAL,2.24,1.3,50.0,13.1,0.1,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2019,7.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,12.0,,,17,0.4900000000000002
709,Marcedes Lewis,GB,TE,6,DET,1.9,1.1,50.0,12.5,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2019,5.5,3.0,6.0,0.0,2.0,0.0,0.0,1.0,24.0,,,12,4.05
614,Marcedes Lewis,GB,TE,7,LV,2.24,1.3,50.0,16.1,0.1,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2019,7.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,24.0,,,29,-3.5100000000000002
680,Marcedes Lewis,GB,TE,8,KC,2.24,1.3,50.0,13.6,0.1,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2019,11.0,9.0,10.0,0.0,1.0,0.0,1.0,0.0,6.0,,,20,-1.1599999999999997
812,Marcedes Lewis,GB,TE,9,LAC,1.9,1.1,50.0,9.4,0.1,0.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2019,6.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,16.0,,,19,-2.64
1000,Marcedes Lewis,GB,TE,10,CAR,1.38,0.8,100.0,7.7,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2019,6.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,20.0,,,4,-1.57
1008,Marcedes Lewis,GB,TE,12,SF,1.21,0.7,100.0,7.4,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2019,10.0,4.0,5.0,0.0,2.0,0.0,1.0,0.0,26.0,,,2,-1.44
1014,Marcedes Lewis,GB,TE,13,NYG,1.38,0.8,100.0,7.2,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2019,8.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,19.0,,,19,5.58
739,Marcedes Lewis,GB,TE,14,WAS,2.07,1.2,50.0,11.6,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2019,11.0,7.0,11.0,1.0,1.0,0.0,0.0,0.0,21.0,,,21,-1.46
