Rank,Name,Team,Position,Week,Opponent,ProjRushAtt,ProjRushYd,RushingYardsPerAttempt,ProjRushTD,ReceivingTargets,ProjRecCount,ProjRecYd,ProjRecTD,Fumbles,FumblesLost,FantasyPointsPerGame,DiffPPR1,Year
1974,Adam Prentice,NO,FB,13,TB,0.2,0.6,0.0,0.0,0.8,0.1,0.9,0.0,0.0,0.0,0.2,-0.04999999999999999,2022
1877,Adam Prentice,NO,FB,15,ATL,0.4,1.6,0.0,0.0,0.2,0.2,1.3,0.0,0.0,0.0,0.3,0.81,2022
1923,Adam Prentice,NO,FB,16,CLE,0.2,1.3,0.0,0.0,0.7,0.2,0.8,0.0,0.0,0.0,0.2,0.08999999999999997,2022
1911,Adam Prentice,NO,FB,17,PHI,0.2,1.2,0.0,0.0,0.7,0.2,1.1,0.0,0.0,0.0,0.2,1.17,2022
1850,Adam Prentice,NO,FB,18,CAR,0.2,1.3,0.0,0.0,0.8,0.3,2.0,0.0,0.0,0.0,0.3,-0.63,2022
69,Adrian Peterson,MIN,RB,1,DET,24.0,133.0,5.5,0.0,1.0,1.0,5.0,0.0,0.0,0.0,13.8,18.3,2013
122,Adrian Peterson,MIN,RB,2,CHI,21.0,117.0,5.6,0.0,1.0,1.0,5.0,0.0,0.0,0.0,12.2,-1.5,2013
63,Adrian Peterson,MIN,RB,3,CLE,29.0,132.0,4.6,0.0,3.0,2.0,8.0,0.0,0.0,0.0,14.0,7.5,2013
69,Adrian Peterson,MIN,RB,4,PIT,27.0,125.0,4.6,0.0,3.0,3.0,13.0,0.0,0.0,0.0,13.8,9.2,2013
6,Adrian Peterson,MIN,RB,6,CAR,27.0,122.0,4.5,1.0,3.0,3.0,14.0,0.0,0.0,0.0,19.6,-11.299999999999999,2013
9,Adrian Peterson,MIN,RB,7,NYG,24.0,112.0,4.7,1.0,3.0,3.0,17.0,0.0,0.0,0.0,18.9,-14.299999999999999,2013
73,Adrian Peterson,MIN,RB,8,GB,27.0,115.0,4.3,0.0,4.0,3.0,22.0,0.0,0.0,0.0,13.7,0.6000000000000014,2013
8,Adrian Peterson,MIN,RB,9,DAL,23.0,103.0,4.5,1.0,4.0,4.0,27.0,0.0,0.0,0.0,19.0,3.6999999999999993,2013
4,Adrian Peterson,MIN,RB,10,WAS,23.0,116.0,5.0,1.0,3.0,3.0,29.0,0.0,0.0,0.0,20.5,-1.8000000000000007,2013
13,Adrian Peterson,MIN,RB,11,SEA,20.0,91.0,4.6,1.0,3.0,3.0,27.0,0.0,0.0,0.0,17.8,-14.3,2013
15,Adrian Peterson,MIN,RB,12,GB,24.0,94.0,3.9,1.0,4.0,3.0,23.0,0.0,0.0,0.0,17.7,1.1000000000000014,2013
5,Adrian Peterson,MIN,RB,13,CHI,29.0,126.0,4.3,1.0,2.0,2.0,16.0,0.0,0.0,0.0,20.2,0.8999999999999986,2013
101,Adrian Peterson,MIN,RB,14,BAL,25.0,119.0,4.8,0.0,3.0,2.0,7.0,0.0,0.0,0.0,12.6,-11.9,2013
90,Adrian Peterson,MIN,RB,16,CIN,29.0,129.0,4.4,0.0,3.0,2.0,2.0,0.0,0.0,0.0,13.1,-9.399999999999999,2013
83,Adrian Peterson,MIN,RB,1,LAR,18.0,86.0,4.8,1.0,4.0,3.0,20.0,0.0,0.0,0.0,16.6,-8.3,2014
39,Adrian Peterson,MIN,RB,1,SF,19.0,86.0,4.5,1.0,3.0,2.0,17.0,0.0,0.0,0.0,16.3,-10.100000000000001,2015
284,Adrian Peterson,MIN,RB,2,DET,16.0,71.0,4.4,0.0,4.0,3.0,20.0,0.0,0.0,0.0,9.1,9.1,2015
14,Adrian Peterson,MIN,RB,3,LAC,19.0,90.0,4.7,1.0,4.0,3.0,23.0,0.0,0.0,0.0,17.3,4.300000000000001,2015
74,Adrian Peterson,MIN,RB,4,DEN,19.0,83.0,4.4,1.0,3.0,2.0,13.0,0.0,0.0,0.0,15.6,1.8000000000000007,2015
22,Adrian Peterson,MIN,RB,6,KC,20.0,93.0,4.6,1.0,3.0,2.0,16.0,0.0,0.0,0.0,16.9,-12.200000000000003,2015
46,Adrian Peterson,MIN,RB,7,DET,20.0,89.0,4.4,1.0,3.0,2.0,12.0,0.0,0.0,0.0,16.1,-4.099999999999998,2015
31,Adrian Peterson,MIN,RB,8,CHI,20.0,91.0,4.6,1.0,3.0,2.0,14.0,0.0,0.0,0.0,16.5,-5.6,2015
59,Adrian Peterson,MIN,RB,9,LAR,20.0,85.0,4.2,1.0,3.0,2.0,14.0,0.0,0.0,0.0,15.9,4.400000000000002,2015
27,Adrian Peterson,MIN,RB,10,LV,21.0,94.0,4.5,1.0,3.0,2.0,13.0,0.0,0.0,0.0,16.7,10.900000000000002,2015
8,Adrian Peterson,MIN,RB,11,GB,22.0,102.0,4.6,1.0,3.0,2.0,14.0,0.0,0.0,0.0,17.6,-5.499999999999998,2015
44,Adrian Peterson,MIN,RB,12,ATL,21.0,88.0,4.2,1.0,3.0,2.0,14.0,0.0,0.0,0.0,16.2,14.500000000000004,2015
51,Adrian Peterson,MIN,RB,13,SEA,21.0,88.0,4.2,1.0,3.0,2.0,12.0,0.0,0.0,0.0,16.0,-11.600000000000001,2015
69,Adrian Peterson,MIN,RB,14,ARI,19.0,82.0,4.3,1.0,3.0,2.0,15.0,0.0,0.0,0.0,15.7,-2.0999999999999996,2015
12,Adrian Peterson,MIN,RB,15,CHI,22.0,101.0,4.6,1.0,3.0,2.0,14.0,0.0,0.0,0.0,17.5,-13.2,2015
87,Adrian Peterson,MIN,RB,16,NYG,20.0,79.0,4.0,1.0,3.0,2.0,14.0,0.0,0.0,0.0,15.3,1.5999999999999979,2015
27,Adrian Peterson,MIN,RB,17,GB,21.0,98.0,4.7,1.0,1.0,1.0,9.0,0.0,0.0,0.0,16.7,-3.9000000000000004,2015
94,Adrian Peterson,MIN,RB,1,TEN,20.3,84.5,4.2,0.6,2.47,1.9,15.1,0.1,0.2,0.2,13.8,-12.959999999999999,2016
112,Adrian Peterson,MIN,RB,2,GB,18.8,84.3,4.4,0.6,2.6,2.0,14.5,0.0,0.2,0.2,13.1,-10.879999999999999,2016
693,Adrian Peterson,MIN,RB,15,IND,9.2,38.1,4.2,0.2,1.3,1.0,6.7,0.0,0.2,0.2,5.3,-3.3799999999999994,2016
621,Adrian Peterson,NO,RB,1,MIN,9.9,40.4,4.0,0.3,2.21,1.7,11.6,0.0,0.2,0.2,6.6,-6.8999999999999995,2017
747,Adrian Peterson,NO,RB,2,NE,7.8,32.4,4.0,0.3,1.56,1.2,9.1,0.0,0.3,0.3,5.4,-4.549999999999999,2017
838,Adrian Peterson,NO,RB,3,CAR,8.8,33.1,3.7,0.2,0.91,0.7,4.7,0.0,0.2,0.2,4.6,0.020000000000000462,2017
709,Adrian Peterson,NO,RB,4,MIA,9.1,38.5,4.2,0.3,0.78,0.6,4.3,0.0,0.2,0.2,5.7,-6.279999999999999,2017
608,Adrian Peterson,ARI,RB,6,TB,12.5,45.2,3.8,0.3,0.91,0.7,5.9,0.0,0.1,0.1,6.7,17.79,2017
186,Adrian Peterson,ARI,RB,7,LAR,15.8,70.0,4.4,0.5,1.3,1.0,7.7,0.1,0.1,0.1,11.2,-8.07,2017
210,Adrian Peterson,ARI,RB,9,SF,18.2,71.3,3.9,0.5,1.56,1.2,8.7,0.0,0.1,0.1,10.8,6.500000000000002,2017
238,Adrian Peterson,ARI,RB,10,SEA,17.5,71.2,3.9,0.4,2.08,1.6,11.1,0.0,0.1,0.1,10.4,-7.0299999999999985,2017
266,Adrian Peterson,ARI,RB,11,HOU,17.5,70.1,3.9,0.4,1.56,1.2,8.4,0.0,0.1,0.1,10.0,-6.549999999999999,2017
456,Adrian Peterson,ARI,RB,12,JAX,16.0,59.6,3.8,0.3,1.3,1.0,6.4,0.0,0.2,0.2,8.0,4.5,2017
598,Adrian Peterson,WAS,RB,1,ARI,13.2,46.8,3.6,0.3,1.43,1.1,7.3,0.0,0.2,0.2,6.8,16.29,2018
255,Adrian Peterson,WAS,RB,2,IND,15.5,60.5,3.8,0.5,2.08,1.6,14.8,0.1,0.2,0.2,10.7,-4.73,2018
429,Adrian Peterson,WAS,RB,3,GB,15.0,56.2,3.7,0.4,2.21,1.7,15.5,0.0,0.4,0.4,8.8,12.73,2018
346,Adrian Peterson,WAS,RB,5,NO,14.4,56.3,4.0,0.5,2.08,1.6,17.5,0.0,0.3,0.3,9.8,-5.7799999999999985,2018
404,Adrian Peterson,WAS,RB,6,CAR,14.2,54.8,3.9,0.4,2.47,1.9,18.8,0.0,0.3,0.3,9.2,-1.9600000000000009,2018
368,Adrian Peterson,WAS,RB,7,DAL,15.5,61.8,3.9,0.4,2.21,1.7,15.1,0.0,0.3,0.3,9.5,-0.08999999999999808,2018
277,Adrian Peterson,WAS,RB,8,NYG,15.9,68.9,4.3,0.4,2.08,1.6,16.3,0.0,0.2,0.2,10.5,16.08,2018
125,Adrian Peterson,WAS,RB,9,ATL,18.4,79.8,4.4,0.6,2.08,1.6,16.3,0.1,0.3,0.3,13.2,-9.109999999999998,2018
208,Adrian Peterson,WAS,RB,10,TB,16.3,68.7,4.3,0.5,2.34,1.8,16.3,0.1,0.3,0.3,11.5,-5.000000000000002,2018
319,Adrian Peterson,WAS,RB,11,HOU,16.7,63.0,3.7,0.4,2.08,1.6,13.4,0.1,0.3,0.3,10.0,4.860000000000003,2018
313,Adrian Peterson,WAS,RB,12,DAL,15.8,62.5,3.9,0.4,1.95,1.5,12.2,0.1,0.2,0.2,10.1,-5.57,2018
297,Adrian Peterson,WAS,RB,13,PHI,16.3,64.1,4.0,0.5,1.95,1.5,12.9,0.0,0.2,0.2,10.3,3.6000000000000014,2018
307,Adrian Peterson,WAS,RB,14,NYG,16.7,65.7,3.9,0.5,1.43,1.1,9.5,0.0,0.2,0.2,10.1,-8.719999999999999,2018
512,Adrian Peterson,WAS,RB,15,JAX,14.6,54.5,3.6,0.3,1.69,1.3,9.9,0.0,0.2,0.2,7.8,-0.4400000000000013,2018
504,Adrian Peterson,WAS,RB,16,TEN,14.9,54.3,3.6,0.3,1.43,1.1,8.8,0.0,0.1,0.1,7.9,4.49,2018
353,Adrian Peterson,WAS,RB,17,PHI,15.6,65.9,4.1,0.4,1.82,1.4,10.9,0.0,0.2,0.2,9.7,-11.480000000000002,2018
432,Adrian Peterson,WAS,RB,2,DAL,15.2,59.2,3.9,0.4,1.95,1.5,9.7,0.0,0.1,0.1,9.1,0.40999999999999837,2019
578,Adrian Peterson,WAS,RB,3,CHI,15.1,46.3,3.1,0.3,1.56,1.2,8.1,0.0,0.1,0.1,7.0,-4.039999999999999,2019
494,Adrian Peterson,WAS,RB,4,NYG,13.7,51.5,3.7,0.4,1.56,1.2,8.2,0.0,0.1,0.1,8.2,-6.7700000000000005,2019
656,Adrian Peterson,WAS,RB,5,NE,11.8,42.9,3.6,0.2,1.3,1.0,7.2,0.0,0.1,0.1,6.0,-5.41,2019
424,Adrian Peterson,WAS,RB,6,MIA,15.7,62.2,3.9,0.4,1.3,1.0,7.3,0.0,0.1,0.1,9.2,5.25,2019
515,Adrian Peterson,WAS,RB,7,SF,15.2,54.5,3.6,0.3,2.08,1.6,11.0,0.0,0.2,0.2,8.0,-1.8499999999999996,2019
602,Adrian Peterson,WAS,RB,8,MIN,12.5,47.4,3.9,0.2,1.69,1.3,8.9,0.0,0.1,0.1,6.6,4.17,2019
448,Adrian Peterson,WAS,RB,9,BUF,16.0,64.8,4.1,0.3,1.82,1.4,9.9,0.0,0.2,0.2,8.9,3.33,2019
541,Adrian Peterson,WAS,RB,11,NYJ,12.8,50.3,3.8,0.3,1.56,1.2,9.4,0.0,0.1,0.1,7.6,-3.969999999999999,2019
632,Adrian Peterson,WAS,RB,12,DET,10.6,44.1,4.0,0.2,1.43,1.1,8.6,0.0,0.1,0.1,6.3,-1.6700000000000008,2019
680,Adrian Peterson,WAS,RB,13,CAR,10.2,38.4,3.8,0.2,1.56,1.2,8.2,0.0,0.1,0.1,5.7,8.84,2019
676,Adrian Peterson,WAS,RB,14,GB,10.1,39.5,4.0,0.2,1.3,1.0,7.3,0.0,0.1,0.1,5.7,6.719999999999999,2019
427,Adrian Peterson,WAS,RB,15,PHI,16.5,65.0,4.1,0.3,1.69,1.3,10.2,0.0,0.1,0.1,9.1,7.48,2019
253,Adrian Peterson,WAS,RB,16,NYG,16.7,67.0,3.9,0.5,2.21,1.7,13.5,0.1,0.1,0.1,11.4,0.15000000000000213,2019
308,Adrian Peterson,WAS,RB,17,DAL,16.0,66.8,4.2,0.5,2.08,1.6,13.4,0.0,0.1,0.1,10.8,-3.8199999999999985,2019
779,Adrian Peterson,DET,RB,1,CHI,7.4,30.7,4.4,0.2,0.91,0.7,5.7,0.0,0.0,0.0,4.8,8.86,2020
507,Adrian Peterson,DET,RB,2,GB,11.3,51.2,4.6,0.3,1.82,1.4,10.1,0.0,0.1,0.1,7.7,-5.23,2020
556,Adrian Peterson,DET,RB,3,ARI,10.6,45.8,4.2,0.3,1.43,1.1,8.4,0.0,0.1,0.1,7.0,1.1799999999999997,2020
498,Adrian Peterson,DET,RB,4,NO,13.2,54.6,4.2,0.3,1.43,1.1,7.9,0.0,0.1,0.1,7.8,0.45000000000000107,2020
415,Adrian Peterson,DET,RB,6,JAX,14.2,61.1,4.4,0.4,1.3,1.0,8.0,0.0,0.1,0.1,9.1,2.4899999999999984,2020
540,Adrian Peterson,DET,RB,7,ATL,11.4,46.5,4.2,0.3,1.43,1.1,9.5,0.0,0.1,0.1,7.2,-4.5,2020
616,Adrian Peterson,DET,RB,8,IND,10.7,41.0,3.7,0.3,1.17,0.9,6.6,0.0,0.1,0.1,6.4,-5.26,2020
650,Adrian Peterson,DET,RB,9,MIN,10.5,42.8,4.3,0.2,1.3,1.0,7.1,0.0,0.1,0.1,6.0,0.11000000000000121,2020
745,Adrian Peterson,DET,RB,10,WAS,8.6,34.0,3.8,0.2,1.3,1.0,6.9,0.0,0.1,0.1,5.1,-2.29,2020
401,Adrian Peterson,DET,RB,11,CAR,11.9,51.8,4.3,0.4,2.34,1.8,13.6,0.1,0.1,0.1,9.3,-9.54,2020
503,Adrian Peterson,DET,RB,12,HOU,10.9,46.1,4.2,0.3,1.56,1.2,9.8,0.1,0.1,0.1,7.8,8.309999999999999,2020
491,Adrian Peterson,DET,RB,13,CHI,12.1,49.8,4.2,0.4,1.3,1.0,7.6,0.0,0.1,0.1,7.9,8.56,2020
685,Adrian Peterson,DET,RB,14,GB,9.4,35.4,3.9,0.3,0.91,0.7,4.8,0.0,0.1,0.1,5.6,-2.5199999999999996,2020
849,Adrian Peterson,DET,RB,15,TEN,6.8,25.2,3.6,0.2,1.04,0.8,5.2,0.0,0.0,0.0,4.2,-2.740000000000001,2020
899,Adrian Peterson,DET,RB,16,TB,6.3,21.4,3.5,0.2,0.91,0.7,4.7,0.0,0.0,0.0,3.8,-3.51,2020
881,Adrian Peterson,DET,RB,17,MIN,6.2,23.6,4.0,0.2,0.78,0.6,4.1,0.0,0.0,0.0,4.0,7.73,2020
646,Adrian Peterson,TEN,RB,9,LAR,11.9,43.0,3.6,0.3,1.2,0.7,4.3,0.0,0.1,0.1,6.3,2.37,2021
609,Adrian Peterson,TEN,RB,10,NO,11.3,41.3,3.7,0.4,1.4,0.8,5.0,0.0,0.1,0.1,6.8,-4.83,2021
578,Adrian Peterson,TEN,RB,11,HOU,10.5,44.8,4.5,0.4,1.5,0.9,5.6,0.0,0.1,0.1,7.2,-1.9399999999999995,2021
853,Adrian Peterson,SEA,RB,13,SF,7.5,28.1,3.5,0.2,1.3,0.6,4.5,0.0,0.1,0.1,4.3,2.54,2021
514,Ahmad Bradshaw,IND,RB,1,LV,11.0,51.0,4.6,0.0,1.0,1.0,18.0,0.0,0.0,0.0,6.9,-3.5999999999999996,2013
388,Ahmad Bradshaw,IND,RB,2,MIA,15.0,69.0,4.6,0.0,1.0,1.0,15.0,0.0,0.0,0.0,8.4,7.999999999999998,2013
715,Ahmad Bradshaw,IND,RB,3,SF,8.0,37.0,4.6,0.0,1.0,1.0,10.0,0.0,0.0,0.0,4.7,14.400000000000002,2013
751,Ahmad Bradshaw,IND,RB,1,DEN,7.0,27.0,3.9,0.0,3.0,2.0,11.0,0.0,0.0,0.0,3.8,7.699999999999999,2014
654,Ahmad Bradshaw,IND,RB,2,PHI,8.0,32.0,4.0,0.0,3.0,2.0,17.0,0.0,0.0,0.0,4.9,19.700000000000003,2014
412,Ahmad Bradshaw,IND,RB,3,JAX,12.0,46.0,3.8,0.0,6.0,4.0,33.0,0.0,0.0,0.0,7.9,4.400000000000002,2014
212,Ahmad Bradshaw,IND,RB,4,TEN,11.0,49.0,4.5,0.0,4.0,3.0,25.0,1.0,0.0,0.0,13.4,-3.1999999999999993,2014
412,Ahmad Bradshaw,IND,RB,5,BAL,12.0,51.0,4.2,0.0,6.0,4.0,28.0,0.0,0.0,0.0,7.9,0.6000000000000014,2014
205,Ahmad Bradshaw,IND,RB,6,HOU,12.0,57.0,4.8,1.0,4.0,3.0,20.0,0.0,0.0,0.0,13.7,-1.799999999999999,2014
252,Ahmad Bradshaw,IND,RB,7,CIN,9.0,38.0,4.2,1.0,4.0,3.0,23.0,0.0,0.0,0.0,12.1,8.7,2014
319,Ahmad Bradshaw,IND,RB,8,PIT,15.0,63.0,4.2,0.0,7.0,5.0,34.0,0.0,0.0,0.0,9.7,6.999999999999998,2014
190,Ahmad Bradshaw,IND,RB,9,NYG,10.0,48.0,4.8,1.0,6.0,4.0,33.0,0.0,0.0,0.0,14.1,-7.200000000000001,2014
434,Ahmad Bradshaw,IND,RB,11,NE,9.0,43.0,4.8,0.0,6.0,4.0,33.0,0.0,0.0,0.0,7.6,-6.500000000000001,2014
1007,Ahmad Bradshaw,IND,RB,6,NE,3.0,12.0,4.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,2.3,-0.7000000000000002,2015
932,Ahmad Bradshaw,IND,RB,7,NO,5.0,17.0,3.4,0.0,1.0,1.0,10.0,0.0,0.0,0.0,2.7,-1.4000000000000004,2015
1070,Ahmad Bradshaw,IND,RB,8,CAR,3.0,11.0,3.7,0.0,1.0,1.0,9.0,0.0,0.0,0.0,2.0,0.10000000000000009,2015
952,Ahmad Bradshaw,IND,RB,9,DEN,4.0,12.0,3.0,0.0,3.0,2.0,14.0,0.0,0.0,0.0,2.6,3.5,2015
952,Ahmad Bradshaw,IND,RB,11,ATL,4.0,14.0,3.5,0.0,3.0,2.0,12.0,0.0,0.0,0.0,2.6,16.6,2015
646,Ahmad Bradshaw,IND,RB,12,TB,6.0,28.0,4.7,0.0,3.0,2.0,19.0,0.0,0.0,0.0,4.7,-1.0999999999999996,2015
1171,Akeem Hunt,HOU,RB,16,TEN,2.0,12.0,6.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.6,-0.7000000000000002,2015
1227,Akeem Hunt,HOU,RB,17,JAX,2.0,10.0,5.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.4,4.1,2015
1847,Akeem Hunt,HOU,RB,10,JAX,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,6.27,2016
980,Akeem Hunt,HOU,RB,11,LV,4.1,18.0,4.5,0.1,0.88,0.6,4.8,0.0,0.1,0.1,2.7,-3.6800000000000006,2016
1005,Akeem Hunt,HOU,RB,12,LAC,4.0,15.6,4.0,0.1,1.18,0.8,6.0,0.0,0.1,0.1,2.6,-1.6600000000000001,2016
1230,Akeem Hunt,HOU,RB,13,GB,2.4,9.5,5.0,0.0,0.44,0.3,2.9,0.0,0.0,0.0,1.2,-1.54,2016
1388,Akeem Hunt,HOU,RB,14,IND,1.0,3.9,4.0,0.0,0.29,0.2,1.4,0.0,0.0,0.0,0.5,1.17,2016
1556,Akeem Hunt,HOU,RB,15,JAX,0.5,2.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.3,1.21,2016
1175,Akeem Hunt,HOU,RB,16,CIN,3.1,13.5,4.7,0.0,0.74,0.5,2.6,0.0,0.0,0.0,1.6,3.29,2016
928,Akeem Hunt,HOU,RB,17,TEN,4.8,19.4,3.8,0.1,1.48,1.0,7.3,0.0,0.1,0.1,3.1,-4.27,2016
1469,Akeem Hunt,KC,RB,2,PHI,0.4,2.0,0.0,0.0,0.29,0.2,1.9,0.0,0.0,0.0,0.4,-0.5900000000000001,2017
1615,Akeem Hunt,KC,RB,3,LAC,0.3,1.4,0.0,0.0,0.14,0.1,0.9,0.0,0.0,0.0,0.2,-0.32999999999999996,2017
1514,Akeem Hunt,KC,RB,4,WAS,0.4,1.9,0.0,0.0,0.29,0.2,1.2,0.0,0.0,0.0,0.3,-0.51,2017
1533,Akeem Hunt,KC,RB,5,HOU,0.4,2.1,0.0,0.0,0.14,0.1,0.8,0.0,0.0,0.0,0.3,-0.39000000000000007,2017
1470,Akeem Hunt,KC,RB,6,PIT,0.5,2.5,0.0,0.0,0.14,0.1,1.3,0.0,0.0,0.0,0.4,-0.18,2017
1235,Akeem Hunt,KC,RB,7,LV,1.2,4.9,5.0,0.1,0.59,0.4,3.4,0.0,0.0,0.0,1.4,-0.73,2017
1506,Akeem Hunt,KC,RB,8,DEN,0.5,2.2,0.0,0.0,0.14,0.1,1.0,0.0,0.0,0.0,0.3,-0.42000000000000004,2017
1485,Akeem Hunt,KC,RB,9,DAL,0.5,2.4,0.0,0.0,0.14,0.1,1.1,0.0,0.0,0.0,0.4,-0.44999999999999996,2017
1571,Akeem Hunt,KC,RB,11,NYG,0.4,2.1,0.0,0.0,0.14,0.1,0.5,0.0,0.0,0.0,0.3,-0.06000000000000005,2017
1775,Akeem Hunt,KC,RB,12,BUF,0.0,0.1,0.0,0.0,0.14,0.1,1.0,0.0,0.0,0.0,0.1,0.38999999999999996,2017
1019,Akeem Hunt,KC,RB,13,NYJ,3.2,12.9,4.3,0.1,2.51,1.7,12.5,0.0,0.0,0.0,3.1,-1.6399999999999997,2017
1319,Akeem Hunt,KC,RB,14,LV,1.4,5.4,5.0,0.0,0.44,0.3,2.3,0.0,0.0,0.0,0.8,-1.07,2017
1319,Akeem Hunt,KC,RB,15,LAC,1.3,5.9,6.0,0.0,0.29,0.2,1.8,0.0,0.0,0.0,0.8,-0.97,2017
1314,Akeem Hunt,KC,RB,16,MIA,1.4,6.0,6.0,0.0,0.29,0.2,1.9,0.0,0.0,0.0,0.8,-0.99,2017
376,Akeem Hunt,KC,RB,17,DEN,14.9,55.1,3.7,0.2,3.25,2.2,15.2,0.1,0.0,0.0,8.8,-7.129999999999999,2017
1247,Alec Ingold,LV,FB,2,KC,0.7,3.4,3.0,0.0,0.78,0.6,4.1,0.1,0.0,0.0,1.4,-1.95,2019
1802,Alec Ingold,LV,FB,3,MIN,0.5,2.0,0.0,0.0,0.13,0.1,0.4,0.0,0.0,0.0,0.2,-0.34,2019
1679,Alec Ingold,LV,FB,4,IND,0.8,2.7,3.0,0.0,0.13,0.1,1.3,0.0,0.0,0.0,0.4,-0.4,2019
1733,Alec Ingold,LV,FB,5,CHI,0.8,2.6,3.0,0.0,0.39,0.3,0.7,0.0,0.0,0.0,0.3,-0.33,2019
1826,Alec Ingold,LV,FB,7,GB,0.5,1.8,0.0,0.0,0.13,0.1,0.3,0.0,0.0,0.0,0.2,-0.31000000000000005,2019
1847,Alec Ingold,LV,FB,8,HOU,0.3,1.2,0.0,0.0,0.13,0.1,0.6,0.0,0.0,0.0,0.2,-0.08000000000000002,2019
1740,Alec Ingold,LV,FB,9,DET,0.6,2.3,2.0,0.0,0.26,0.2,0.9,0.0,0.0,0.0,0.3,-0.32,2019
1646,Alec Ingold,LV,FB,10,LAC,1.2,3.2,3.0,0.0,0.39,0.3,1.2,0.0,0.0,0.0,0.4,7.459999999999999,2019
1588,Alec Ingold,LV,FB,11,CIN,1.1,3.5,4.0,0.0,0.52,0.4,1.5,0.0,0.0,0.0,0.5,-0.6000000000000001,2019
1588,Alec Ingold,LV,FB,12,NYJ,1.0,3.5,4.0,0.0,0.39,0.3,1.5,0.0,0.0,0.0,0.5,-0.7999999999999999,2019
1679,Alec Ingold,LV,FB,13,KC,0.8,3.0,3.0,0.0,0.26,0.2,1.0,0.0,0.0,0.0,0.4,3.1,2019
1211,Alec Ingold,LV,FB,14,TEN,1.3,5.8,6.0,0.1,0.52,0.4,2.9,0.0,0.0,0.0,1.5,-1.9700000000000002,2019
1567,Alec Ingold,LV,FB,15,JAX,0.6,2.9,3.0,0.0,0.52,0.4,2.3,0.0,0.0,0.0,0.5,4.28,2019
1479,Alec Ingold,LV,FB,16,LAC,0.9,3.3,3.0,0.0,0.65,0.5,3.1,0.0,0.0,0.0,0.6,-1.14,2019
1412,Alec Ingold,LV,FB,17,DEN,1.6,4.8,2.5,0.0,0.65,0.5,2.6,0.0,0.0,0.0,0.7,-1.24,2019
1675,Alec Ingold,LV,FB,1,CAR,0.6,1.8,2.0,0.0,0.39,0.3,2.4,0.0,0.0,0.0,0.4,-0.72,2020
1729,Alec Ingold,LV,FB,2,NO,0.4,1.5,0.0,0.0,0.26,0.2,1.9,0.0,0.0,0.0,0.3,7.96,2020
1774,Alec Ingold,LV,FB,3,NE,0.5,1.1,0.0,0.0,0.39,0.3,1.8,0.0,0.0,0.0,0.3,1.51,2020
1632,Alec Ingold,LV,FB,4,BUF,0.4,1.1,0.0,0.0,0.65,0.5,3.8,0.0,0.0,0.0,0.5,3.8099999999999996,2020
1533,Alec Ingold,LV,FB,5,KC,0.4,1.1,0.0,0.0,0.78,0.6,6.1,0.0,0.0,0.0,0.7,3.18,2020
1238,Alec Ingold,LV,FB,7,TB,0.4,0.7,0.0,0.0,1.31,1.0,9.4,0.1,0.0,0.0,1.6,0.48999999999999977,2020
1236,Alec Ingold,LV,FB,8,CLE,0.4,0.7,0.0,0.0,1.31,1.0,9.5,0.1,0.0,0.0,1.6,-2.3200000000000003,2020
1266,Alec Ingold,LV,FB,9,LAC,0.4,0.9,0.0,0.0,1.17,0.9,8.2,0.1,0.0,0.0,1.5,-0.81,2020
1270,Alec Ingold,LV,FB,10,DEN,0.4,1.0,0.0,0.0,1.17,0.9,7.9,0.1,0.0,0.0,1.5,-2.39,2020
1509,Alec Ingold,LV,FB,11,KC,0.4,0.8,0.0,0.0,0.91,0.7,6.8,0.0,0.0,0.0,0.8,0.6400000000000001,2020
1554,Alec Ingold,LV,FB,12,ATL,0.4,1.1,0.0,0.0,0.78,0.6,5.6,0.0,0.0,0.0,0.7,-1.27,2020
1269,Alec Ingold,LV,FB,13,NYJ,0.4,1.3,0.0,0.0,1.04,0.8,7.7,0.1,0.0,0.0,1.5,-1.1000000000000003,2020
1513,Alec Ingold,LV,FB,14,IND,0.4,0.8,0.0,0.0,0.91,0.7,6.7,0.0,0.0,0.0,0.8,-0.44999999999999996,2020
1293,Alec Ingold,LV,FB,15,LAC,0.4,0.9,0.0,0.0,1.17,0.9,7.0,0.1,0.0,0.0,1.4,-2.09,2020
1315,Alec Ingold,LV,FB,16,MIA,0.4,1.0,0.0,0.0,0.91,0.7,6.3,0.1,0.0,0.0,1.3,-2.03,2020
1493,Alec Ingold,LV,FB,17,DEN,0.5,1.5,0.0,0.0,1.04,0.8,6.5,0.0,0.0,0.0,0.8,-1.6,2020
1685,Alec Ingold,LV,FB,1,BAL,0.3,0.7,0.0,0.0,0.6,0.5,3.9,0.0,0.0,0.0,0.5,5.24,2021
1563,Alec Ingold,LV,FB,2,PIT,0.3,1.0,0.0,0.0,1.0,0.7,5.5,0.0,0.0,0.0,0.6,-1.35,2021
1465,Alec Ingold,LV,FB,3,MIA,0.9,2.7,3.0,0.0,1.0,0.8,5.7,0.0,0.0,0.0,0.8,5.459999999999999,2021
