Rank,Name,Team,Position,Week,Opponent,ProjRushAtt,ProjRushYd,RushingYardsPerAttempt,ProjRushTD,ReceivingTargets,ProjRecCount,ProjRecYd,ProjRecTD,Fumbles,FumblesLost,FantasyPointsPerGame,DiffPPR1,Year
963,Brandon Bolden,NE,RB,8,CLE,2.1,9.2,4.5,0.1,1.23,0.9,8.2,0.1,0.0,0.0,2.9,-3.84,2019
1174,Brandon Bolden,NE,RB,9,BAL,1.5,5.5,3.0,0.1,0.95,0.7,5.3,0.0,0.0,0.0,1.7,-2.38,2019
1190,Brandon Bolden,NE,RB,11,PHI,1.4,5.1,5.0,0.1,0.82,0.6,4.8,0.0,0.0,0.0,1.6,-2.19,2019
1233,Brandon Bolden,NE,RB,12,DAL,1.0,4.1,4.0,0.1,0.68,0.5,4.0,0.0,0.0,0.0,1.4,-0.81,2019
1196,Brandon Bolden,NE,RB,13,HOU,1.0,4.9,5.0,0.1,0.68,0.5,4.4,0.0,0.0,0.0,1.5,-2.0300000000000002,2019
1205,Brandon Bolden,NE,RB,14,KC,0.8,4.7,5.0,0.1,0.68,0.5,4.2,0.0,0.0,0.0,1.5,5.01,2019
1207,Brandon Bolden,NE,RB,15,CIN,0.9,4.9,5.0,0.1,0.68,0.5,3.9,0.0,0.0,0.0,1.5,-1.98,2019
1234,Brandon Bolden,NE,RB,16,BUF,1.1,4.6,5.0,0.1,0.54,0.4,3.4,0.0,0.0,0.0,1.4,-1.7999999999999998,2019
1200,Brandon Bolden,NE,RB,17,MIA,0.8,4.4,4.0,0.1,0.68,0.5,4.6,0.0,0.0,0.0,1.5,-2.0,2019
1325,Brandon Bolden,NE,RB,1,MIA,0.9,4.8,5.0,0.1,0.4,0.2,2.6,0.0,0.0,0.0,1.3,-1.04,2021
1342,Brandon Bolden,NE,RB,2,NYJ,1.0,3.9,4.0,0.1,0.3,0.2,2.9,0.0,0.0,0.0,1.3,-1.4800000000000002,2021
1357,Brandon Bolden,NE,RB,3,NO,0.8,3.4,3.0,0.1,0.3,0.2,2.8,0.0,0.0,0.0,1.2,3.7799999999999994,2021
907,Brandon Bolden,NE,RB,4,TB,3.4,10.4,3.3,0.2,1.8,1.4,10.1,0.1,0.0,0.0,3.8,5.85,2021
815,Brandon Bolden,NE,RB,5,HOU,3.7,12.3,3.0,0.2,3.3,2.5,16.2,0.1,0.0,0.0,4.6,-0.04999999999999982,2021
867,Brandon Bolden,NE,RB,6,DAL,2.6,10.6,3.7,0.1,3.8,2.9,19.2,0.1,0.0,0.0,4.2,-5.88,2021
987,Brandon Bolden,NE,RB,7,NYJ,2.3,8.9,4.5,0.1,2.5,1.8,11.6,0.1,0.0,0.0,3.2,14.849999999999998,2021
861,Brandon Bolden,NE,RB,8,LAC,2.9,10.2,3.3,0.1,3.8,3.2,22.1,0.1,0.1,0.1,4.2,-5.029999999999999,2021
896,Brandon Bolden,NE,RB,9,CAR,2.4,9.0,4.5,0.1,3.4,2.7,18.2,0.1,0.0,0.0,3.9,3.4800000000000004,2021
628,Brandon Bolden,NE,RB,10,CLE,5.9,24.5,4.0,0.2,3.8,3.2,23.7,0.1,0.0,0.0,6.6,0.17999999999999972,2021
802,Brandon Bolden,NE,RB,11,ATL,2.8,13.1,4.3,0.1,3.3,2.6,22.2,0.1,0.0,0.0,4.7,-3.729999999999999,2021
891,Brandon Bolden,NE,RB,12,TEN,1.5,7.4,3.5,0.1,3.4,2.6,20.5,0.1,0.0,0.0,4.0,2.8099999999999996,2021
969,Brandon Bolden,NE,RB,13,BUF,1.1,4.8,5.0,0.0,3.9,2.9,22.7,0.1,0.0,0.0,3.4,-1.75,2021
665,Brandon Bolden,NE,RB,15,IND,4.6,19.2,3.8,0.2,3.9,2.9,23.4,0.1,0.0,0.0,6.1,-1.5599999999999996,2021
734,Brandon Bolden,NE,RB,16,BUF,3.7,16.0,4.0,0.1,3.9,3.0,26.0,0.1,0.0,0.0,5.4,-4.0,2021
794,Brandon Bolden,NE,RB,17,JAX,2.7,11.5,4.0,0.1,3.7,3.0,24.9,0.1,0.0,0.0,4.8,-3.34,2021
942,Brandon Bolden,NE,RB,18,MIA,2.1,8.3,4.0,0.0,3.7,2.8,21.6,0.1,0.0,0.0,3.6,14.21,2021
1375,Brandon Bolden,LV,RB,1,LAC,1.5,6.3,3.0,0.0,1.5,0.9,7.0,0.0,0.0,0.0,1.3,8.569999999999999,2022
903,Brandon Bolden,LV,RB,3,TEN,3.2,12.7,4.3,0.1,2.1,1.4,12.0,0.1,0.0,0.0,3.7,-0.9699999999999998,2022
867,Brandon Bolden,LV,RB,4,DEN,3.6,15.2,3.8,0.1,2.5,1.6,12.5,0.1,0.0,0.0,4.0,-4.67,2022
957,Brandon Bolden,LV,RB,5,KC,2.4,9.2,4.5,0.1,2.1,1.6,11.3,0.1,0.0,0.0,3.2,1.5499999999999998,2022
941,Brandon Bolden,LV,RB,7,HOU,2.3,9.6,5.0,0.1,2.2,1.5,12.3,0.1,0.0,0.0,3.4,-4.890000000000001,2022
1099,Brandon Bolden,LV,RB,8,NO,1.9,7.1,3.5,0.0,1.8,1.3,10.7,0.1,0.0,0.0,2.4,-3.6799999999999997,2022
1416,Brandon Bolden,LV,RB,9,JAX,1.3,4.9,5.0,0.0,1.3,0.9,7.0,0.0,0.0,0.0,1.2,-1.5899999999999999,2022
1402,Brandon Bolden,LV,RB,10,IND,1.6,5.5,3.0,0.0,1.2,0.9,6.9,0.0,0.0,0.0,1.2,-2.14,2022
1548,Brandon Bolden,LV,RB,11,DEN,0.9,3.4,3.0,0.0,0.9,0.5,4.7,0.0,0.0,0.0,0.8,0.08999999999999986,2022
1528,Brandon Bolden,LV,RB,12,SEA,1.0,3.2,3.0,0.0,0.9,0.7,5.6,0.0,0.0,0.0,0.9,-1.58,2022
1360,Brandon Bolden,LV,RB,13,LAC,0.6,2.8,3.0,0.0,0.9,0.6,5.1,0.1,0.0,0.0,1.4,-1.99,2022
1580,Brandon Bolden,LV,RB,14,LAR,0.6,1.8,2.0,0.0,0.9,0.7,5.5,0.0,0.0,0.0,0.7,-1.43,2022
1382,Brandon Bolden,LV,RB,15,NE,0.3,2.1,0.0,0.0,0.8,0.6,4.9,0.1,0.0,0.0,1.3,-1.9000000000000001,2022
1620,Brandon Bolden,LV,RB,16,PIT,0.5,2.9,0.0,0.0,0.9,0.4,3.8,0.0,0.0,0.0,0.7,-1.0699999999999998,2022
1614,Brandon Bolden,LV,RB,17,SF,0.8,2.7,3.0,0.0,0.9,0.5,4.1,0.0,0.0,0.0,0.7,2.0200000000000005,2022
1471,Brandon Bolden,LV,RB,18,KC,1.7,6.5,3.0,0.0,1.3,0.5,3.8,0.0,0.0,0.0,1.0,-1.5299999999999998,2022
1380,Brandon Burks,NYJ,RB,17,BUF,0.0,4.4,0.0,0.0,0.27,0.2,1.1,0.0,0.0,0.0,0.6,-1.1500000000000001,2016
907,Brandon Jacobs,NYG,RB,3,CAR,8.0,27.0,3.4,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,-3.8,2013
1022,Brandon Jacobs,NYG,RB,4,KC,5.0,17.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.30000000000000004,2013
1044,Brandon Jacobs,NYG,RB,5,PHI,3.0,11.0,3.7,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.4,1.3000000000000003,2013
808,Brandon Jacobs,NYG,RB,6,CHI,10.0,35.0,3.5,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.8,19.6,2013
998,Brandon Jacobs,NYG,RB,12,DAL,5.0,19.0,3.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.5,2013
1201,Brandon Wegher,CAR,RB,17,TB,3.0,11.0,3.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.5,-1.5,2015
1839,Brandon Wilds,NYJ,RB,14,SF,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.36000000000000004,2016
1331,Brandon Wilds,NYJ,RB,15,MIA,1.4,5.8,6.0,0.0,0.43,0.3,1.7,0.0,0.0,0.0,0.8,-1.0499999999999998,2016
1046,Brandon Wilds,NYJ,RB,16,NE,3.8,14.1,3.5,0.1,1.15,0.8,5.0,0.0,0.1,0.1,2.3,-1.9099999999999997,2016
928,Brandon Wilds,NYJ,RB,17,BUF,5.1,20.8,4.2,0.1,1.15,0.8,5.9,0.0,0.1,0.1,3.1,0.8300000000000001,2016
1305,Brandon Wilds,JAX,RB,2,NE,0.7,3.9,4.0,0.0,0.28,0.2,3.0,0.0,0.0,0.0,0.7,-0.4900000000000001,2018
1272,Brandon Wilds,JAX,RB,3,TEN,1.4,5.5,6.0,0.0,0.72,0.5,3.3,0.0,0.0,0.0,0.9,-0.8799999999999999,2018
1344,Brandon Wilds,JAX,RB,5,KC,0.8,4.0,4.0,0.0,0.28,0.2,1.7,0.0,0.0,0.0,0.6,-0.17000000000000004,2018
603,Breece Hall,NYJ,RB,1,BAL,11.3,43.2,3.9,0.3,2.8,1.8,13.1,0.0,0.1,0.1,7.2,2.870000000000001,2022
627,Breece Hall,NYJ,RB,2,CLE,9.3,37.4,4.1,0.2,3.4,2.3,15.9,0.1,0.1,0.1,6.9,3.5700000000000003,2022
554,Breece Hall,NYJ,RB,3,CIN,9.9,41.3,4.1,0.3,3.1,2.2,16.0,0.1,0.1,0.1,7.9,4.870000000000001,2022
541,Breece Hall,NYJ,RB,4,PIT,9.8,41.9,4.2,0.2,4.1,3.1,23.2,0.1,0.1,0.1,8.1,4.389999999999999,2022
340,Breece Hall,NYJ,RB,5,MIA,12.4,52.3,4.3,0.4,4.5,3.2,23.9,0.1,0.1,0.1,10.4,13.879999999999999,2022
227,Breece Hall,NYJ,RB,6,GB,13.7,62.4,4.4,0.4,4.1,3.0,26.3,0.1,0.1,0.1,11.7,5.23,2022
152,Breece Hall,NYJ,RB,7,DEN,15.8,71.0,4.4,0.5,3.8,3.0,23.8,0.1,0.1,0.1,12.9,-2.879999999999999,2022
1506,Brian Hill,ATL,RB,4,BUF,0.6,2.2,2.0,0.0,0.13,0.1,1.0,0.0,0.0,0.0,0.3,-0.42000000000000004,2017
1305,Brian Hill,CIN,RB,11,DEN,1.3,6.2,6.0,0.0,0.26,0.2,2.0,0.0,0.0,0.0,0.8,-1.02,2017
1498,Brian Hill,CIN,RB,13,PIT,0.6,2.2,2.0,0.0,0.13,0.1,1.1,0.0,0.0,0.0,0.3,-0.43000000000000005,2017
1017,Brian Hill,CIN,RB,14,CHI,5.2,20.3,4.0,0.1,1.17,0.9,7.2,0.0,0.1,0.1,3.2,-2.25,2017
1092,Brian Hill,CIN,RB,15,MIN,3.6,13.4,3.2,0.1,1.17,0.9,7.0,0.0,0.0,0.0,2.6,-2.34,2017
1410,Brian Hill,CIN,RB,16,DET,0.9,3.9,4.0,0.0,0.13,0.1,1.2,0.0,0.0,0.0,0.5,5.489999999999999,2017
1280,Brian Hill,CIN,RB,17,BAL,1.9,6.9,3.5,0.0,0.39,0.3,3.5,0.0,0.0,0.0,1.0,-1.3399999999999999,2017
1367,Brian Hill,ATL,RB,2,CAR,0.7,3.2,3.0,0.0,0.26,0.2,2.1,0.0,0.0,0.0,0.5,-0.73,2018
1330,Brian Hill,ATL,RB,3,NO,0.8,3.4,3.0,0.0,0.52,0.4,2.7,0.0,0.0,0.0,0.6,-1.01,2018
1398,Brian Hill,ATL,RB,4,CIN,0.5,2.5,0.0,0.0,0.13,0.1,2.3,0.0,0.0,0.0,0.5,-0.58,2018
1688,Brian Hill,ATL,RB,10,CLE,0.3,0.8,0.0,0.0,0.13,0.1,1.3,0.0,0.0,0.0,0.2,-0.31,2018
1577,Brian Hill,ATL,RB,11,DAL,0.2,1.5,0.0,0.0,0.13,0.1,1.4,0.0,0.0,0.0,0.3,-0.39,2018
1630,Brian Hill,ATL,RB,12,NO,0.3,1.2,0.0,0.0,0.13,0.1,1.3,0.0,0.0,0.0,0.2,-0.35,2018
1532,Brian Hill,ATL,RB,14,GB,0.4,1.5,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.3,0.17000000000000004,2018
1735,Brian Hill,ATL,RB,15,ARI,0.2,1.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.53,2018
1088,Brian Hill,ATL,RB,16,CAR,4.1,15.8,4.0,0.1,0.52,0.4,2.8,0.0,0.1,0.1,2.3,8.64,2018
701,Brian Hill,ATL,RB,17,TB,9.4,33.4,3.7,0.3,1.56,1.2,8.2,0.0,0.2,0.2,5.6,-2.26,2018
1291,Brian Hill,ATL,RB,4,TEN,1.9,8.8,4.5,0.0,0.52,0.4,2.6,0.0,0.0,0.0,1.1,-1.5400000000000003,2019
1567,Brian Hill,ATL,RB,5,HOU,1.0,4.5,4.0,0.0,0.26,0.2,0.7,0.0,0.0,0.0,0.5,-0.72,2019
1567,Brian Hill,ATL,RB,7,LAR,1.1,4.6,5.0,0.0,0.26,0.2,0.6,0.0,0.0,0.0,0.5,3.7800000000000002,2019
934,Brian Hill,ATL,RB,8,SEA,4.5,19.7,5.0,0.1,1.56,1.2,8.1,0.0,0.1,0.1,3.2,4.32,2019
963,Brian Hill,ATL,RB,10,NO,3.9,17.3,4.2,0.1,1.17,0.9,6.1,0.0,0.0,0.0,2.9,10.26,2019
248,Brian Hill,ATL,RB,11,CAR,13.8,60.5,4.3,0.4,3.64,2.8,20.6,0.2,0.1,0.1,11.5,-9.71,2019
392,Brian Hill,ATL,RB,12,TB,12.6,51.5,4.0,0.3,2.86,2.2,16.3,0.2,0.1,0.1,9.6,-6.280000000000002,2019
949,Brian Hill,ATL,RB,13,NO,4.7,18.7,3.8,0.1,1.43,1.1,7.7,0.0,0.1,0.1,3.0,2.3599999999999994,2019
780,Brian Hill,ATL,RB,14,CAR,5.2,23.4,4.6,0.2,1.69,1.3,9.7,0.0,0.0,0.0,4.5,6.39,2019
891,Brian Hill,ATL,RB,15,SF,5.1,22.2,4.4,0.1,1.43,1.1,8.6,0.0,0.1,0.1,3.5,-3.18,2019
782,Brian Hill,ATL,RB,16,JAX,5.3,24.7,5.0,0.2,1.3,1.0,8.3,0.0,0.0,0.0,4.5,1.0999999999999996,2019
881,Brian Hill,ATL,RB,17,TB,4.6,22.7,4.6,0.1,1.3,1.0,7.2,0.0,0.0,0.0,3.6,-2.4899999999999998,2019
828,Brian Hill,ATL,RB,1,SEA,5.9,23.9,4.0,0.2,1.43,1.1,8.0,0.0,0.0,0.0,4.4,-1.4899999999999993,2020
1015,Brian Hill,ATL,RB,2,DAL,3.9,17.3,4.2,0.1,1.3,1.0,6.9,0.0,0.0,0.0,3.0,0.47999999999999954,2020
1043,Brian Hill,ATL,RB,3,CHI,3.5,15.5,4.0,0.1,1.43,1.1,7.0,0.0,0.0,0.0,2.8,11.05,2020
749,Brian Hill,ATL,RB,4,GB,6.3,30.1,5.0,0.2,1.82,1.4,10.6,0.0,0.1,0.1,5.1,-2.370000000000002,2020
709,Brian Hill,ATL,RB,5,CAR,6.5,33.6,5.7,0.2,1.95,1.5,10.2,0.0,0.1,0.1,5.4,0.3200000000000003,2020
829,Brian Hill,ATL,RB,6,MIN,6.1,27.5,4.7,0.1,2.08,1.6,12.3,0.0,0.1,0.1,4.4,-0.7800000000000002,2020
731,Brian Hill,ATL,RB,7,DET,6.6,29.4,4.1,0.2,1.95,1.5,10.5,0.0,0.0,0.0,5.2,-0.6900000000000004,2020
813,Brian Hill,ATL,RB,8,CAR,6.0,29.7,5.0,0.1,2.47,1.9,11.7,0.0,0.1,0.1,4.5,1.7600000000000007,2020
716,Brian Hill,ATL,RB,9,DEN,6.6,30.0,4.3,0.1,2.34,1.8,13.2,0.1,0.1,0.1,5.3,-4.92,2020
826,Brian Hill,ATL,RB,11,NO,6.2,23.9,4.0,0.1,1.95,1.5,10.2,0.1,0.1,0.1,4.4,-4.31,2020
372,Brian Hill,ATL,RB,12,LV,12.8,54.1,4.2,0.4,2.86,2.2,16.3,0.1,0.1,0.1,9.8,-6.740000000000002,2020
896,Brian Hill,ATL,RB,13,NO,6.9,25.5,3.7,0.1,1.69,1.3,9.1,0.0,0.1,0.1,3.9,-3.5600000000000005,2020
888,Brian Hill,ATL,RB,14,LAC,6.2,27.2,4.5,0.1,1.56,1.2,7.8,0.0,0.1,0.1,3.9,-2.8,2020
1009,Brian Hill,ATL,RB,15,TB,4.4,17.2,4.2,0.1,1.3,1.0,7.2,0.0,0.0,0.0,3.0,-1.3399999999999999,2020
946,Brian Hill,ATL,RB,16,KC,4.9,19.8,4.0,0.1,1.43,1.1,8.1,0.0,0.0,0.0,3.4,4.609999999999999,2020
918,Brian Hill,ATL,RB,17,TB,6.2,22.2,3.7,0.1,1.95,1.5,10.4,0.0,0.1,0.1,3.7,11.240000000000002,2020
1583,Brian Hill,SF,RB,14,CIN,0.6,4.6,5.0,0.0,0.8,0.3,1.6,0.0,0.0,0.0,0.6,-0.92,2021
1206,Brian Hill,SF,RB,15,ATL,2.22,8.9,4.5,0.1,0.5,0.0,4.6,0.0,0.0,0.0,2.0,-1.9500000000000002,2021
1697,Brian Hill,SF,RB,16,TEN,1.1,3.7,4.0,0.0,0.9,0.1,0.7,0.0,0.0,0.0,0.4,-0.5399999999999999,2021
756,Brian Leonard,TB,RB,8,CAR,0.0,5.0,0.0,0.0,5.0,5.0,38.0,0.0,0.0,0.0,4.3,0.5999999999999996,2013
671,Brian Leonard,TB,RB,9,SEA,0.0,7.0,0.0,0.0,7.0,7.0,44.0,0.0,0.0,0.0,5.1,-1.3000000000000007,2013
575,Brian Leonard,TB,RB,10,MIA,4.0,15.0,3.8,0.0,6.0,6.0,46.0,0.0,0.0,0.0,6.1,-2.799999999999999,2013
145,Brian Leonard,TB,RB,11,ATL,15.0,53.0,3.5,0.0,8.0,8.0,64.0,0.0,0.0,0.0,11.7,-12.000000000000004,2013
458,Brian Leonard,TB,RB,12,DET,10.0,35.0,3.5,0.0,6.0,6.0,41.0,0.0,0.0,0.0,7.6,-12.0,2013
626,Brian Leonard,TB,RB,13,CAR,7.0,25.0,3.6,0.0,4.0,4.0,30.0,0.0,0.0,0.0,5.5,-6.5,2013
745,Brian Leonard,TB,RB,14,BUF,6.0,22.0,3.7,0.0,3.0,3.0,22.0,0.0,0.0,0.0,4.4,-4.800000000000001,2013
799,Brian Leonard,TB,RB,15,SF,8.0,26.0,3.2,0.0,2.0,2.0,13.0,0.0,0.0,0.0,3.9,-4.699999999999999,2013
836,Brian Leonard,TB,RB,16,LAR,5.0,22.0,4.4,0.0,3.0,3.0,13.0,0.0,0.0,0.0,3.5,-5.1,2013
566,Brian Leonard,TB,RB,17,NO,10.0,45.0,4.5,0.0,4.0,4.0,18.0,0.0,0.0,0.0,6.3,-3.700000000000001,2013
889,Brian Robinson Jr.,WAS,RB,5,TEN,6.6,26.5,3.7,0.1,1.5,0.7,5.1,0.0,0.0,0.0,3.8,-2.26,2022
580,Brian Robinson Jr.,WAS,RB,6,CHI,12.0,51.0,4.2,0.3,1.5,1.1,8.6,0.0,0.1,0.1,7.6,3.1400000000000006,2022
497,Brian Robinson Jr.,WAS,RB,7,GB,13.7,58.5,4.1,0.4,1.5,1.0,6.7,0.0,0.1,0.1,8.7,0.6800000000000015,2022
511,Brian Robinson Jr.,WAS,RB,8,IND,14.2,56.3,4.0,0.4,1.6,1.0,7.2,0.0,0.1,0.1,8.6,-7.750000000000002,2022
599,Brian Robinson Jr.,WAS,RB,9,MIN,12.2,50.6,4.2,0.3,1.5,0.9,6.4,0.0,0.1,0.1,7.3,-2.5999999999999996,2022
617,Brian Robinson Jr.,WAS,RB,10,PHI,11.6,48.8,4.1,0.3,1.6,1.1,5.9,0.0,0.1,0.1,7.1,6.23,2022
432,Brian Robinson Jr.,WAS,RB,11,HOU,14.9,65.7,4.4,0.4,1.7,1.0,6.2,0.0,0.1,0.1,9.4,-4.89,2022
521,Brian Robinson Jr.,WAS,RB,12,ATL,13.7,56.4,4.0,0.4,1.4,0.7,4.4,0.0,0.1,0.1,8.3,11.320000000000002,2022
374,Brian Robinson Jr.,WAS,RB,13,NYG,15.5,65.2,4.1,0.4,1.8,1.1,6.9,0.1,0.1,0.1,10.0,1.7899999999999991,2022
304,Brian Robinson Jr.,WAS,RB,15,NYG,16.3,72.1,4.5,0.4,2.0,1.1,7.9,0.1,0.1,0.1,10.8,-0.3999999999999968,2022
619,Brian Robinson Jr.,WAS,RB,16,SF,14.5,54.1,3.9,0.2,1.7,1.0,6.5,0.0,0.1,0.1,7.1,-2.46,2022
230,Brian Robinson Jr.,WAS,RB,17,CLE,18.8,80.6,4.3,0.5,2.3,1.5,7.7,0.0,0.1,0.1,11.6,-4.629999999999999,2022
1345,Brittain Brown,LV,RB,10,IND,1.6,6.3,3.0,0.1,0.3,0.3,2.1,0.0,0.0,0.0,1.4,-1.74,2022
1380,Brittain Brown,LV,RB,11,DEN,1.2,5.5,6.0,0.1,0.3,0.2,1.6,0.0,0.0,0.0,1.3,-1.51,2022
1451,Brittain Brown,LV,RB,14,LAR,1.0,3.8,4.0,0.1,0.3,0.2,1.3,0.0,0.0,0.0,1.1,-1.31,2022
1373,Brittain Brown,LV,RB,15,NE,1.3,5.7,6.0,0.1,0.3,0.1,1.7,0.0,0.0,0.0,1.3,-1.4400000000000002,2022
1447,Brittain Brown,LV,RB,16,PIT,1.2,4.0,4.0,0.1,0.3,0.1,1.2,0.0,0.0,0.0,1.1,-1.2200000000000002,2022
1934,Brittain Brown,LV,RB,17,SF,0.4,1.6,0.0,0.0,0.8,0.1,0.4,0.0,0.0,0.0,0.2,-0.3,2022
1222,Bruce Miller,SF,FB,1,DAL,0.0,0.0,0.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,1.0,-3.0,2014
1325,Bruce Miller,SF,FB,2,CHI,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.5,-2.5,2014
1200,Bruce Miller,SF,FB,3,ARI,0.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1.1,-3.1,2014
1523,Bruce Miller,SF,FB,4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,-0.1,2014
1360,Bruce Miller,SF,FB,7,DEN,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.4,-1.2,2014
1360,Bruce Miller,SF,FB,10,NO,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.4,-1.0999999999999999,2014
1307,Bruce Miller,SF,FB,12,WAS,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.6,5.4,2014
1200,Bruce Miller,SF,FB,13,SEA,0.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1.1,-3.1,2014
1243,Bruce Miller,SF,FB,14,LV,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.9,5.9,2014
1222,Bruce Miller,SF,FB,15,SEA,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,8.0,2014
974,Bruce Miller,SF,FB,16,LAC,0.0,2.0,0.0,0.0,4.0,3.0,22.0,0.0,0.0,0.0,2.4,-1.2000000000000002,2014
934,Bruce Miller,SF,FB,17,ARI,0.0,0.0,0.0,0.0,4.0,3.0,26.0,0.0,0.0,0.0,2.6,5.1,2014
1171,Bruce Miller,SF,FB,1,MIN,1.0,2.0,2.0,0.0,3.0,2.0,14.0,0.0,0.0,0.0,1.6,-3.6,2015
1286,Bruce Miller,SF,FB,2,PIT,1.0,2.0,2.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,1.2,-0.5000000000000002,2015
1418,Bruce Miller,SF,FB,3,ARI,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.7,-1.7000000000000002,2015
1418,Bruce Miller,SF,FB,4,GB,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.7,-1.7000000000000002,2015
1476,Bruce Miller,SF,FB,5,NYG,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.6,2.6999999999999997,2015
1418,Bruce Miller,SF,FB,6,BAL,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.7,10.200000000000001,2015
1386,Bruce Miller,SF,FB,7,SEA,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.8,-1.8,2015
1355,Bruce Miller,SF,FB,8,LAR,0.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.9,-1.9000000000000001,2015
1286,Bruce Miller,SF,FB,9,ATL,0.0,1.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,1.2,-1.8000000000000003,2015
1333,Bruce Miller,SF,FB,11,SEA,1.0,2.0,2.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,-2.0,2015
1355,Bruce Miller,SF,FB,12,ARI,0.0,2.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.9,-1.9,2015
1386,Bruce Miller,SF,FB,13,CHI,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.8,0.9999999999999998,2015
1333,Bruce Miller,SF,FB,14,CLE,1.0,2.0,2.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,-1.7,2015
1333,Bruce Miller,SF,FB,15,CIN,1.0,3.0,3.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,6.300000000000001,2015
1171,Bruce Miller,SF,FB,16,DET,2.0,5.0,2.5,0.0,1.0,1.0,11.0,0.0,0.0,0.0,1.6,-2.6,2015
1355,Bruce Miller,SF,FB,17,LAR,0.0,2.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.9,0.30000000000000027,2015
891,Bryce Brown,PHI,RB,1,WAS,7.0,27.0,3.9,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.1,-1.6000000000000005,2013
724,Bryce Brown,PHI,RB,2,LAC,11.0,38.0,3.5,0.0,2.0,2.0,8.0,0.0,0.0,0.0,4.6,-4.199999999999999,2013
829,Bryce Brown,PHI,RB,3,KC,9.0,31.0,3.4,0.0,1.0,1.0,5.0,0.0,0.0,0.0,3.6,-3.8999999999999995,2013
862,Bryce Brown,PHI,RB,4,DEN,9.0,31.0,3.4,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.3,3.7,2013
756,Bryce Brown,PHI,RB,5,NYG,8.0,27.0,3.4,0.0,1.0,1.0,16.0,0.0,0.0,0.0,4.3,-2.6000000000000005,2013
715,Bryce Brown,PHI,RB,6,TB,8.0,29.0,3.6,0.0,2.0,2.0,18.0,0.0,0.0,0.0,4.7,-4.7,2013
707,Bryce Brown,PHI,RB,7,DAL,8.0,29.0,3.6,0.0,2.0,2.0,19.0,0.0,0.0,0.0,4.8,-6.4,2013
874,Bryce Brown,PHI,RB,8,NYG,5.0,18.0,3.6,0.0,2.0,1.0,14.0,0.0,0.0,0.0,3.2,-3.099999999999999,2013
852,Bryce Brown,PHI,RB,9,LV,5.0,18.0,3.6,0.0,2.0,1.0,16.0,0.0,0.0,0.0,3.4,2.5999999999999996,2013
777,Bryce Brown,PHI,RB,10,GB,9.0,36.0,4.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,4.1,-3.9999999999999996,2013
808,Bryce Brown,PHI,RB,11,WAS,9.0,35.0,3.9,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.8,0.20000000000000018,2013
836,Bryce Brown,PHI,RB,13,ARI,7.0,23.0,3.3,0.0,1.0,1.0,12.0,0.0,0.0,0.0,3.5,-4.1,2013
